sku,sku_name,category,supplier_id,location_id,storage_bin,quantity_kg,reorder_level_kg,unit_cost_myr,last_restocked,expiry_date,is_hazardous
SKU-00068,,CLEANING,SUP-169,LOC-008,WH-H-BIN-28,396.0,40.0,50.09,2026-06-22,2027-04-05,false
SKU-00069,First Aid Refill,MEDICAL,SUP-120,LOC-007,WH-G-BIN-29,2.0,20.0,423.06,2026-04-06,,false
SKU-00070,,RAW_MATERIALS,SUP-182,Warehouse J,WH-J-BIN-30,17.0,25.0,309.69,2026-03-02,2027-01-28,false
SKU-00071,Stretch Hood Film,CHEMICALS,SUP-132,LOC-020,WH-T-BIN-31,419.0,0,133.03,2026-04-08,2026-05-02,false
SKU-00072,Load Cell 500kg,ELECTRONICS,SUP-166,LOC-019,WH-S-BIN-32,95.0,10.0,715.49,2026-05-09,2026-08-03,false
SKU-00073,Dock Bumpers Pair,FOOD_DRY,SUP-008,LOC-009,WH-I-BIN-33,358.0,25.0,69.09,2026-03-07,2027-05-03,false
SKU-00074,Floor Marking Paint,FOOD_COLD,SUP-039,Warehouse G,WH-G-BIN-34,277.0,25.0,297.08,2026-06-13,,false
SKU-00075,Battery Charger 24V,PACKAGING,SUP-188,Warehouse M,WH-M-BIN-35,119.0,25.0,424.59,2026-02-19,,false
SKU-00076,Mesh Security Cage,MACHINERY_PARTS,SUP-111,LOC-017,WH-Q-BIN-36,4.0,10.0,716.26,2026-01-29,2026-08-22,false
SKU-00077,Humidity Sensor Probe,PPE,SUP-062,LOC-009,WH-I-BIN-37,4.0,10.0,324.84,2026-03-17,,false
SKU-00078,Pallet Strap Tool,CLEANING,SUP-057,LOC-004,WH-D-BIN-38,441.0,40.0,279.41,2026-04-13,2026-11-07,false
SKU-00079,,MEDICAL,SUP-074,LOC-020,WH-T-BIN-39,33.0,0,591.79,2025-12-31,,false
SKU-00080,Wheel Chock Rubber,RAW_MATERIALS,SUP-044,LOC-008,WH-H-BIN-40,6.0,20.0,769.87,2026-01-06,,false
SKU-00081,Steel Bolt M8,CHEMICALS,SUP-110,LOC-016,WH-P-BIN-41,9.0,20.0,476.02,2026-02-24,2026-07-30,false
SKU-00082,Hydraulic Hose 2in,ELECTRONICS,SUP-064,LOC-016,WH-P-BIN-42,1.0,25.0,668.62,2026-02-11,,false
SKU-00083,Industrial Solvent 5L,FOOD_DRY,SUP-043,LOC-017,WH-Q-BIN-43,95.0,0.0,269.87,2026-02-20,,false
SKU-00084,Forklift Battery 24V,FOOD_COLD,SUP-140,LOC-012,WH-L-BIN-44,359.0,20.0,242.30,2026-04-01,2027-01-22,false
SKU-00085,Safety Gloves L,PACKAGING,SUP-199,Warehouse Q,WH-Q-BIN-45,458.0,0,217.41,2026-02-13,,false
SKU-00086,Conveyor Belt Patch,MACHINERY_PARTS,SUP-038,LOC-001,WH-A-BIN-46,458.0,25.0,593.33,2026-03-07,2027-05-17,false
SKU-00087,Shrink Wrap Film Roll,PPE,SUP-053,LOC-012,WH-L-BIN-47,25.0,40.0,701.96,2026-01-03,,false
SKU-00088,Label Printer Ribbon,CLEANING,SUP-116,LOC-018,WH-R-BIN-48,109.0,30.0,314.04,2026-03-11,,false
SKU-00089,Dock Leveler Seal,MEDICAL,SUP-080,LOC-009,WH-I-BIN-49,41.0,15.0,100.12,2026-03-01,,false
SKU-00090,LED Warehouse Light,RAW_MATERIALS,SUP-089,LOC-019,WH-S-BIN-50,76.0,20.0,374.12,2026-05-18,,false
SKU-00091,Nitrile Gloves Box,CHEMICALS,SUP-075,LOC-017,WH-Q-BIN-51,305.0,0,640.23,2026-06-22,,false
SKU-00092,Pallet Jack Wheel,ELECTRONICS,SUP-073,LOC-007,WH-G-BIN-52,8.0,0,528.88,2026-06-25,2026-05-11,false
SKU-00093,Barcode Scanner,FOOD_DRY,SUP-065,LOC-002,WH-B-BIN-53,199.0,15.0,766.90,2026-02-02,,false
SKU-00094,Fire Extinguisher 4kg,FOOD_COLD,SUP-023,LOC-005,WH-E-BIN-54,13.0,40.0,234.06,2026-06-17,,false
SKU-00095,PVC Pipe 50mm,PACKAGING,SUP-091,LOC-016,WH-P-BIN-55,435.0,15.0,723.52,2026-04-20,,false
SKU-00096,Rubber Gasket Set,MACHINERY_PARTS,SUP-153,Warehouse J,WH-J-BIN-56,108.0,20.0,463.38,2026-01-02,,false
SKU-00097,,PPE,SUP-065,LOC-007,WH-G-BIN-57,233.0,0,741.84,2026-02-27,2027-05-12,false
SKU-00098,Dust Mask N95 Pack,CLEANING,SUP-047,LOC-018,WH-R-BIN-58,420.0,25.0,555.92,2026-02-17,2027-03-09,false
SKU-00099,,MEDICAL,SUP-120,LOC-012,WH-L-BIN-59,238.0,0,730.22,2026-06-19,,false
SKU-00100,,RAW_MATERIALS,SUP-023,LOC-014,WH-N-BIN-60,91.0,0.0,299.74,2026-01-18,2027-04-14,false
SKU-00101,,CHEMICALS,SUP-145,LOC-018,WH-R-BIN-61,47.0,0,6.75,2026-02-13,,false
SKU-00102,Spill Kit 20L,ELECTRONICS,SUP-022,LOC-002,WH-B-BIN-62,158.0,10.0,79.72,2026-04-12,,false
SKU-00103,Epoxy Resin 1L,FOOD_DRY,SUP-124,LOC-019,WH-S-BIN-63,189.0,40.0,409.64,2026-06-12,,false
SKU-00104,Chain Block 1T,FOOD_COLD,SUP-133,LOC-007,WH-G-BIN-64,307.0,15.0,512.46,2026-05-17,2027-07-06,false
SKU-00105,Temperature Logger,PACKAGING,SUP-161,LOC-010,WH-J-BIN-65,388.0,20.0,499.68,2026-05-05,2026-04-24,false
SKU-00106,,MACHINERY_PARTS,SUP-018,LOC-004,WH-D-BIN-66,98.0,10.0,84.68,2026-06-19,2026-11-07,false
SKU-00107,Welding Rod 3.2mm,PPE,SUP-114,LOC-017,WH-Q-BIN-67,48.0,25.0,148.87,2026-04-26,,false
SKU-00108,Compressed Air Hose,CLEANING,SUP-067,Warehouse R,WH-R-BIN-68,333.0,0.0,347.02,2026-01-14,,false
SKU-00109,First Aid Refill,MEDICAL,SUP-048,Warehouse A,WH-A-BIN-69,439.0,0,438.25,2026-02-24,,false
SKU-00110,Racking Beam 2.4m,RAW_MATERIALS,SUP-075,LOC-016,WH-P-BIN-70,19.0,20.0,314.17,2025-12-29,,false
SKU-00111,Stretch Hood Film,CHEMICALS,SUP-119,LOC-004,WH-D-BIN-71,436.0,25.0,97.86,2026-03-18,2026-04-28,true
SKU-00112,Load Cell 500kg,ELECTRONICS,SUP-009,LOC-010,WH-J-BIN-72,353.0,40.0,770.31,2026-02-26,2027-01-23,false
SKU-00113,Dock Bumpers Pair,FOOD_DRY,SUP-071,LOC-015,WH-O-BIN-73,101.0,10.0,280.37,2026-02-11,,false
SKU-00114,Floor Marking Paint,FOOD_COLD,SUP-132,LOC-013,WH-M-BIN-74,109.0,10.0,272.75,2026-05-21,,false
SKU-00115,Battery Charger 24V,PACKAGING,SUP-196,LOC-009,WH-I-BIN-75,175.0,40.0,516.82,2026-03-21,2026-03-10,false
SKU-00116,Mesh Security Cage,MACHINERY_PARTS,SUP-156,LOC-016,WH-P-BIN-76,112.0,40.0,421.30,2026-05-23,,false
SKU-00117,Humidity Sensor Probe,PPE,SUP-151,Warehouse K,WH-K-BIN-77,198.0,30.0,681.92,2026-05-16,2026-08-10,false
SKU-00118,Pallet Strap Tool,CLEANING,SUP-025,LOC-008,WH-H-BIN-78,74.0,40.0,186.76,2026-04-26,,false
SKU-00119,Coolant Concentrate,MEDICAL,SUP-045,LOC-004,WH-D-BIN-79,476.0,40.0,51.42,2026-04-22,,false
SKU-00120,Wheel Chock Rubber,RAW_MATERIALS,SUP-010,LOC-004,WH-D-BIN-80,6.0,29.0,258.29,2025-12-29,2026-10-23,false
SKU-00121,Steel Bolt M8,CHEMICALS,SUP-097,LOC-015,WH-O-BIN-01,346.0,15.0,351.14,2026-04-13,,true
SKU-00122,Hydraulic Hose 2in,ELECTRONICS,SUP-112,LOC-006,WH-F-BIN-02,290.0,0.0,504.03,2026-01-05,,false
SKU-00123,Industrial Solvent 5L,FOOD_DRY,SUP-053,LOC-004,WH-D-BIN-03,1.0,10.0,438.17,2026-06-07,,false
SKU-00124,Forklift Battery 24V,FOOD_COLD,SUP-048,LOC-011,WH-K-BIN-04,393.0,40.0,153.73,2026-05-03,,false
SKU-00125,Safety Gloves L,PACKAGING,SUP-122,LOC-019,WH-S-BIN-05,200.0,30.0,641.67,2026-03-05,,false
SKU-00126,Conveyor Belt Patch,MACHINERY_PARTS,SUP-161,LOC-014,WH-N-BIN-06,3.0,25.0,82.53,2026-02-18,,false
SKU-00127,Shrink Wrap Film Roll,PPE,SUP-014,LOC-008,WH-H-BIN-07,296.0,30.0,737.97,2026-04-22,,false
SKU-00128,Label Printer Ribbon,CLEANING,SUP-181,Warehouse M,WH-M-BIN-08,54.0,20.0,428.47,2026-04-25,,false
SKU-00129,Dock Leveler Seal,MEDICAL,SUP-157,LOC-017,WH-Q-BIN-09,179.0,30.0,713.66,2026-01-27,2026-03-28,false
SKU-00130,LED Warehouse Light,RAW_MATERIALS,SUP-068,Warehouse P,WH-P-BIN-10,27.0,40.0,612.26,2026-05-21,,false
SKU-00131,Nitrile Gloves Box,CHEMICALS,SUP-141,LOC-007,WH-G-BIN-11,395.0,0,51.74,2026-02-19,,true
SKU-00132,Pallet Jack Wheel,ELECTRONICS,SUP-157,LOC-019,WH-S-BIN-12,447.0,40.0,760.03,2026-01-23,2026-06-16,false
SKU-00133,Barcode Scanner,FOOD_DRY,SUP-021,LOC-020,WH-T-BIN-13,265.0,30.0,398.28,2026-04-29,2026-08-13,false
SKU-00134,Fire Extinguisher 4kg,FOOD_COLD,SUP-111,LOC-012,WH-L-BIN-14,175.0,25.0,23.03,2026-05-06,2026-08-23,false
SKU-00135,PVC Pipe 50mm,PACKAGING,SUP-156,LOC-018,WH-R-BIN-15,214.0,0.0,43.61,2026-03-21,,false
SKU-00136,Rubber Gasket Set,MACHINERY_PARTS,SUP-111,LOC-005,WH-E-BIN-16,238.0,40.0,786.06,2026-03-23,2027-06-06,false
SKU-00137,Cable Tie Assorted,PPE,SUP-050,LOC-012,WH-L-BIN-17,243.0,20.0,183.25,2026-02-08,2026-07-31,false
SKU-00138,,CLEANING,SUP-012,LOC-019,WH-S-BIN-18,27.0,0.0,103.12,2026-05-10,2026-08-24,false
SKU-00139,Wooden Pallet Std,MEDICAL,SUP-012,LOC-010,WH-J-BIN-19,199.0,20.0,105.51,2026-03-16,,false
SKU-00140,Steel Shelving Unit,RAW_MATERIALS,SUP-169,LOC-016,WH-P-BIN-20,5.0,10.0,588.70,2026-03-26,2027-07-22,false
SKU-00141,,CHEMICALS,SUP-114,LOC-008,WH-H-BIN-21,174.0,40.0,523.61,2026-02-11,,false
SKU-00142,Spill Kit 20L,ELECTRONICS,SUP-179,LOC-011,WH-K-BIN-22,12.0,30.0,498.25,2026-04-15,,false
SKU-00143,Epoxy Resin 1L,FOOD_DRY,SUP-053,LOC-003,WH-C-BIN-23,450.0,0,170.19,2026-03-22,,false
SKU-00144,,FOOD_COLD,SUP-010,Warehouse E,WH-E-BIN-24,377.0,15.0,18.99,2026-06-17,,false
SKU-00145,Temperature Logger,PACKAGING,SUP-072,LOC-009,WH-I-BIN-25,216.0,30.0,308.38,2026-06-21,2027-06-03,false
SKU-00146,,MACHINERY_PARTS,SUP-099,LOC-013,WH-M-BIN-26,42.0,0,426.93,2026-01-07,,false
SKU-00147,,PPE,SUP-009,LOC-010,WH-J-BIN-27,410.0,0,604.07,2026-03-31,2026-04-09,false
SKU-00148,Compressed Air Hose,CLEANING,SUP-193,LOC-009,WH-I-BIN-28,130.0,30.0,348.39,2026-03-08,,false
SKU-00149,First Aid Refill,MEDICAL,SUP-028,LOC-002,WH-B-BIN-29,218.0,30.0,792.73,2026-02-09,,false
SKU-00150,Racking Beam 2.4m,RAW_MATERIALS,SUP-109,Warehouse O,WH-O-BIN-30,388.0,30.0,374.93,2026-04-26,2027-02-06,false
SKU-00151,Stretch Hood Film,CHEMICALS,SUP-004,LOC-005,WH-E-BIN-31,429.0,20.0,617.53,2026-04-11,,true
SKU-00152,Load Cell 500kg,ELECTRONICS,SUP-010,LOC-013,WH-M-BIN-32,160.0,30.0,648.59,2026-01-21,,false
SKU-00153,Dock Bumpers Pair,FOOD_DRY,SUP-032,LOC-001,WH-A-BIN-33,311.0,20.0,15.78,2026-06-23,,false
SKU-00154,Floor Marking Paint,FOOD_COLD,SUP-010,wh_o,WH-O-BIN-34,265.0,20.0,464.50,2026-06-05,,false
SKU-00155,Battery Charger 24V,PACKAGING,SUP-157,LOC-009,WH-I-BIN-35,180.0,0,629.82,2026-04-20,,false
SKU-00156,Mesh Security Cage,MACHINERY_PARTS,SUP-033,Warehouse P,WH-P-BIN-36,14.0,15.0,524.37,2026-05-09,2026-09-22,false
SKU-00157,Humidity Sensor Probe,PPE,SUP-113,LOC-017,WH-Q-BIN-37,23.0,30.0,793.59,2026-04-21,,false
SKU-00158,Pallet Strap Tool,CLEANING,SUP-174,LOC-001,WH-A-BIN-38,459.0,0.0,37.70,2026-04-26,,false
SKU-00159,Coolant Concentrate,MEDICAL,SUP-028,LOC-012,WH-L-BIN-39,279.0,10.0,457.15,2026-01-02,2027-01-08,false
SKU-00160,Wheel Chock Rubber,RAW_MATERIALS,SUP-019,LOC-014,WH-N-BIN-40,238.0,40.0,630.96,2026-04-01,,false
SKU-00161,Steel Bolt M8,CHEMICALS,SUP-167,LOC-014,WH-N-BIN-41,260.0,20.0,37.60,2026-05-18,2027-01-30,false
SKU-00162,Hydraulic Hose 2in,ELECTRONICS,SUP-028,LOC-001,WH-A-BIN-42,128.0,30.0,627.21,2026-03-29,,false
SKU-00163,Industrial Solvent 5L,FOOD_DRY,SUP-097,LOC-007,WH-G-BIN-43,3.0,22.0,764.23,2026-04-29,,false
SKU-00164,Forklift Battery 24V,FOOD_COLD,SUP-129,LOC-019,WH-S-BIN-44,342.0,30.0,678.38,2026-02-10,,false
SKU-00165,Safety Gloves L,PACKAGING,SUP-156,LOC-002,WH-B-BIN-45,357.0,0,669.14,2026-04-11,,false
SKU-00166,Conveyor Belt Patch,MACHINERY_PARTS,SUP-085,LOC-008,WH-H-BIN-46,429.0,15.0,599.05,2026-05-27,,false
SKU-00167,Shrink Wrap Film Roll,PPE,SUP-114,LOC-008,WH-H-BIN-47,470.0,40.0,405.50,2026-03-25,2026-04-15,false
SKU-00168,Label Printer Ribbon,CLEANING,SUP-155,Warehouse P,WH-P-BIN-48,249.0,15.0,789.42,2026-02-08,,false
SKU-00169,Dock Leveler Seal,MEDICAL,SUP-199,LOC-008,WH-H-BIN-49,365.0,25.0,230.93,2026-04-06,,false
SKU-00170,LED Warehouse Light,RAW_MATERIALS,SUP-021,LOC-004,WH-D-BIN-50,235.0,25.0,705.39,2026-05-06,,false
SKU-00171,,CHEMICALS,SUP-117,LOC-006,WH-F-BIN-51,5.0,10.0,376.95,2026-05-31,,true
SKU-00172,Pallet Jack Wheel,ELECTRONICS,SUP-111,LOC-002,WH-B-BIN-52,2.0,10.0,735.06,2026-03-09,,false
SKU-00173,Barcode Scanner,FOOD_DRY,SUP-033,LOC-012,WH-L-BIN-53,376.0,0,474.00,2026-01-19,2027-01-14,false
SKU-00174,Fire Extinguisher 4kg,FOOD_COLD,SUP-185,LOC-004,WH-D-BIN-54,57.0,10.0,328.28,2026-03-02,,false
SKU-00175,PVC Pipe 50mm,PACKAGING,SUP-075,LOC-014,WH-N-BIN-55,264.0,0.0,472.47,2026-02-15,,false
SKU-00176,Rubber Gasket Set,MACHINERY_PARTS,SUP-039,LOC-003,WH-C-BIN-56,323.0,10.0,257.71,2026-05-11,,false
SKU-00177,Cable Tie Assorted,PPE,SUP-185,LOC-017,WH-Q-BIN-57,163.0,30.0,274.21,2026-02-01,,false
SKU-00178,,CLEANING,SUP-135,LOC-017,WH-Q-BIN-58,280.0,30.0,256.23,2026-05-11,,false
SKU-00179,,MEDICAL,SUP-011,LOC-005,WH-E-BIN-59,396.0,0.0,224.05,2026-01-19,,false
SKU-00180,,RAW_MATERIALS,SUP-026,LOC-011,WH-K-BIN-60,10.0,20.0,708.51,2026-04-13,,false
SKU-00181,Hand Truck,CHEMICALS,SUP-156,LOC-009,WH-I-BIN-61,74.0,0,442.63,2026-02-15,2026-11-08,false
SKU-00182,,ELECTRONICS,SUP-154,LOC-001,WH-A-BIN-62,476.0,10.0,658.27,2026-03-23,2026-03-11,false
SKU-00183,Epoxy Resin 1L,FOOD_DRY,SUP-073,LOC-007,WH-G-BIN-63,238.0,0,237.36,2026-05-28,,false
SKU-00184,Chain Block 1T,FOOD_COLD,SUP-114,LOC-004,WH-D-BIN-64,272.0,25.0,585.84,2026-05-27,,false
SKU-00185,Temperature Logger,PACKAGING,SUP-021,LOC-012,WH-L-BIN-65,426.0,40.0,406.63,2026-04-16,2026-06-05,false
SKU-00186,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-162,LOC-015,WH-O-BIN-66,282.0,40.0,253.22,2026-06-16,2026-03-29,false
SKU-00187,Welding Rod 3.2mm,PPE,SUP-026,LOC-014,WH-N-BIN-67,426.0,40.0,670.43,2026-01-16,,false
SKU-00188,Compressed Air Hose,CLEANING,SUP-163,LOC-002,WH-B-BIN-68,24.0,0,177.73,2026-05-06,,false
SKU-00189,First Aid Refill,MEDICAL,SUP-121,LOC-009,WH-I-BIN-69,268.0,0,160.46,2026-06-03,,false
SKU-00190,Racking Beam 2.4m,RAW_MATERIALS,SUP-186,LOC-017,WH-Q-BIN-70,5.0,40.0,568.57,2026-06-16,,false
SKU-00191,Stretch Hood Film,CHEMICALS,SUP-177,LOC-014,WH-N-BIN-71,334.0,20.0,388.42,2026-01-08,,false
SKU-00192,Load Cell 500kg,ELECTRONICS,SUP-060,LOC-010,WH-J-BIN-72,362.0,20.0,286.99,2026-02-22,,false
SKU-00193,Dock Bumpers Pair,FOOD_DRY,SUP-025,LOC-010,WH-J-BIN-73,77.0,15.0,336.84,2026-03-03,,false
SKU-00194,Floor Marking Paint,FOOD_COLD,SUP-064,Warehouse K,WH-K-BIN-74,30.0,0,279.37,2026-03-16,,false
SKU-00195,Battery Charger 24V,PACKAGING,SUP-199,LOC-005,WH-E-BIN-75,450.0,25.0,189.42,2026-04-12,,false
SKU-00196,Mesh Security Cage,MACHINERY_PARTS,SUP-130,LOC-009,WH-I-BIN-76,475.0,0,259.91,2026-01-04,,false
SKU-00197,Humidity Sensor Probe,PPE,SUP-106,LOC-011,WH-K-BIN-77,434.0,25.0,216.12,2026-04-30,,false
SKU-00198,Pallet Strap Tool,CLEANING,SUP-163,LOC-011,WH-K-BIN-78,43.0,0.0,134.90,2026-05-04,,false
SKU-00199,Coolant Concentrate,MEDICAL,SUP-158,LOC-004,WH-D-BIN-79,18.0,30.0,18.85,2026-03-20,2026-03-25,false
SKU-00200,Wheel Chock Rubber,RAW_MATERIALS,SUP-200,LOC-003,WH-C-BIN-80,190.0,40.0,524.64,2026-02-13,,false
SKU-00201,,CHEMICALS,SUP-093,LOC-007,WH-G-BIN-01,121.0,30.0,574.82,2026-04-12,,false
SKU-00202,Hydraulic Hose 2in,ELECTRONICS,SUP-085,LOC-012,WH-L-BIN-02,130.0,25.0,604.59,2026-02-11,2026-08-05,false
SKU-00203,Industrial Solvent 5L,FOOD_DRY,SUP-129,LOC-004,WH-D-BIN-03,425.0,0,185.54,2025-12-31,,false
SKU-00204,Forklift Battery 24V,FOOD_COLD,SUP-009,LOC-008,WH-H-BIN-04,13.0,0,689.86,2026-06-06,2026-12-11,false
SKU-00205,Safety Gloves L,PACKAGING,SUP-130,LOC-003,WH-C-BIN-05,380.0,40.0,484.69,2026-05-18,2027-04-29,false
SKU-00206,Conveyor Belt Patch,MACHINERY_PARTS,SUP-189,LOC-004,WH-D-BIN-06,425.0,30.0,628.25,2026-03-09,,false
SKU-00207,Shrink Wrap Film Roll,PPE,SUP-191,LOC-017,WH-Q-BIN-07,174.0,10.0,525.53,2026-02-25,,false
SKU-00208,Label Printer Ribbon,CLEANING,SUP-075,LOC-013,WH-M-BIN-08,67.0,25.0,228.97,2025-12-28,,false
SKU-00209,,MEDICAL,SUP-130,Warehouse R,WH-R-BIN-09,8.0,15.0,610.63,2026-05-29,,false
SKU-00210,LED Warehouse Light,RAW_MATERIALS,SUP-058,LOC-015,WH-O-BIN-10,32.0,30.0,451.40,2026-01-12,,false
SKU-00211,Nitrile Gloves Box,CHEMICALS,SUP-086,LOC-010,WH-J-BIN-11,434.0,15.0,167.73,2026-02-20,,false
SKU-00212,Pallet Jack Wheel,ELECTRONICS,SUP-037,LOC-003,WH-C-BIN-12,335.0,0,608.94,2026-06-10,,false
SKU-00213,Barcode Scanner,FOOD_DRY,SUP-065,LOC-016,WH-P-BIN-13,179.0,25.0,453.12,2026-03-13,2027-07-13,false
SKU-00214,Fire Extinguisher 4kg,FOOD_COLD,SUP-069,LOC-001,WH-A-BIN-14,127.0,40.0,522.30,2026-04-04,,false
SKU-00215,PVC Pipe 50mm,PACKAGING,SUP-182,LOC-015,WH-O-BIN-15,283.0,25.0,737.14,2026-03-09,,false
SKU-00216,Rubber Gasket Set,MACHINERY_PARTS,SUP-097,LOC-003,WH-C-BIN-16,9.0,0,696.06,2026-05-27,2027-03-07,false
SKU-00217,Cable Tie Assorted,PPE,SUP-109,LOC-002,WH-B-BIN-17,107.0,25.0,335.68,2026-06-23,2027-05-02,false
SKU-00218,Dust Mask N95 Pack,CLEANING,SUP-031,LOC-010,WH-J-BIN-18,170.0,25.0,259.26,2026-03-22,,false
SKU-00219,Wooden Pallet Std,MEDICAL,SUP-167,LOC-019,WH-S-BIN-19,92.0,15.0,761.69,2026-03-22,,false
SKU-00220,Steel Shelving Unit,RAW_MATERIALS,SUP-155,LOC-017,WH-Q-BIN-20,261.0,20.0,576.66,2026-05-22,,false
SKU-00221,Hand Truck,CHEMICALS,SUP-135,LOC-006,WH-F-BIN-21,444.0,40.0,55.50,2026-06-24,2027-03-23,true
SKU-00222,Spill Kit 20L,ELECTRONICS,SUP-052,LOC-007,WH-G-BIN-22,68.0,40.0,476.37,2026-06-08,2027-03-22,false
SKU-00223,Epoxy Resin 1L,FOOD_DRY,SUP-163,LOC-012,WH-L-BIN-23,472.0,30.0,221.12,2026-03-08,,false
SKU-00224,Chain Block 1T,FOOD_COLD,SUP-187,LOC-019,WH-S-BIN-24,208.0,20.0,433.73,2026-01-08,,false
SKU-00225,Temperature Logger,PACKAGING,SUP-020,LOC-007,WH-G-BIN-25,7.0,30.0,83.65,2026-02-12,,false
SKU-00226,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-166,LOC-019,WH-S-BIN-26,216.0,0.0,223.24,2026-01-19,,false
SKU-00227,Welding Rod 3.2mm,PPE,SUP-054,LOC-016,WH-P-BIN-27,21.0,0,118.90,2026-05-14,2027-06-05,false
SKU-00228,Compressed Air Hose,CLEANING,SUP-001,LOC-016,WH-P-BIN-28,59.0,20.0,646.17,2026-03-09,2026-04-21,false
SKU-00229,First Aid Refill,MEDICAL,SUP-084,LOC-016,WH-P-BIN-29,276.0,20.0,619.59,2026-02-24,,false
SKU-00230,Racking Beam 2.4m,RAW_MATERIALS,SUP-080,LOC-012,WH-L-BIN-30,287.0,0.0,674.07,2026-05-14,2026-04-09,false
SKU-00231,Stretch Hood Film,CHEMICALS,SUP-183,Warehouse I,WH-I-BIN-31,450.0,0,201.93,2026-05-26,,false
SKU-00232,Load Cell 500kg,ELECTRONICS,SUP-167,LOC-014,WH-N-BIN-32,12.0,20.0,278.10,2026-03-09,,false
SKU-00233,Dock Bumpers Pair,FOOD_DRY,SUP-158,LOC-007,WH-G-BIN-33,468.0,30.0,144.85,2026-06-23,,false
SKU-00234,Floor Marking Paint,FOOD_COLD,SUP-114,LOC-007,WH-G-BIN-34,19.0,20.0,732.81,2026-02-17,2027-01-30,false
SKU-00235,Battery Charger 24V,PACKAGING,SUP-156,LOC-001,WH-A-BIN-35,66.0,0,564.00,2026-04-16,2027-07-17,false
SKU-00236,Mesh Security Cage,MACHINERY_PARTS,SUP-147,LOC-002,WH-B-BIN-36,35.0,0.0,506.53,2026-02-20,,false
SKU-00237,Humidity Sensor Probe,PPE,SUP-122,LOC-006,WH-F-BIN-37,467.0,0,25.01,2026-05-17,2027-01-31,false
SKU-00238,Pallet Strap Tool,CLEANING,SUP-034,LOC-006,WH-F-BIN-38,234.0,10.0,569.05,2026-04-06,,false
SKU-00239,Coolant Concentrate,MEDICAL,SUP-140,Warehouse D,WH-D-BIN-39,1.0,20.0,719.93,2026-05-13,,false
SKU-00240,,RAW_MATERIALS,SUP-185,LOC-019,WH-S-BIN-40,13.0,20.0,51.06,2026-05-07,,false
SKU-00241,Steel Bolt M8,CHEMICALS,SUP-038,LOC-017,WH-Q-BIN-41,29.0,40.0,160.55,2026-02-16,2026-04-09,false
SKU-00242,Hydraulic Hose 2in,ELECTRONICS,SUP-080,LOC-001,WH-A-BIN-42,307.0,20.0,70.70,2026-02-27,,false
SKU-00243,Industrial Solvent 5L,FOOD_DRY,SUP-030,LOC-003,WH-C-BIN-43,113.0,0,772.68,2026-05-13,,false
SKU-00244,Forklift Battery 24V,FOOD_COLD,SUP-056,LOC-001,WH-A-BIN-44,211.0,40.0,754.24,2026-05-08,,false
SKU-00245,Safety Gloves L,PACKAGING,SUP-080,LOC-005,WH-E-BIN-45,214.0,0,332.36,2026-05-08,2027-01-03,false
SKU-00246,Conveyor Belt Patch,MACHINERY_PARTS,SUP-052,LOC-009,WH-I-BIN-46,171.0,15.0,463.80,2026-03-28,2027-01-23,false
SKU-00247,Shrink Wrap Film Roll,PPE,SUP-116,LOC-017,WH-Q-BIN-47,343.0,0.0,469.01,2026-05-17,,false
SKU-00248,Label Printer Ribbon,CLEANING,SUP-146,LOC-018,WH-R-BIN-48,379.0,0,232.37,2026-03-30,,false
SKU-00249,Dock Leveler Seal,MEDICAL,SUP-142,LOC-017,WH-Q-BIN-49,400.0,0.0,208.05,2026-02-26,,false
SKU-00250,,RAW_MATERIALS,SUP-009,Warehouse I,WH-I-BIN-50,284.0,10.0,259.75,2026-02-01,2027-05-22,false
SKU-00251,,CHEMICALS,SUP-169,LOC-013,WH-M-BIN-51,23.0,30.0,721.02,2026-05-16,,false
SKU-00252,Pallet Jack Wheel,ELECTRONICS,SUP-087,LOC-011,WH-K-BIN-52,23.0,40.0,150.56,2026-06-20,,false
SKU-00253,Barcode Scanner,FOOD_DRY,SUP-158,LOC-015,WH-O-BIN-53,323.0,25.0,667.61,2026-04-22,,false
SKU-00254,Fire Extinguisher 4kg,FOOD_COLD,SUP-154,LOC-012,WH-L-BIN-54,267.0,20.0,702.19,2026-02-16,,false
SKU-00255,PVC Pipe 50mm,PACKAGING,SUP-108,LOC-004,WH-D-BIN-55,416.0,25.0,132.89,2026-05-14,,false
SKU-00256,Rubber Gasket Set,MACHINERY_PARTS,SUP-153,LOC-010,WH-J-BIN-56,37.0,40.0,631.28,2026-06-12,2027-01-12,false
SKU-00257,Cable Tie Assorted,PPE,SUP-080,LOC-003,WH-C-BIN-57,6.0,24.0,527.57,2026-05-05,,false
SKU-00258,Dust Mask N95 Pack,CLEANING,SUP-078,LOC-006,WH-F-BIN-58,7.0,20.0,125.00,2026-02-03,,false
SKU-00259,Wooden Pallet Std,MEDICAL,SUP-002,LOC-012,WH-L-BIN-59,101.0,0,559.63,2026-02-25,,false
SKU-00260,Steel Shelving Unit,RAW_MATERIALS,SUP-119,Warehouse M,WH-M-BIN-60,144.0,40.0,321.11,2026-04-03,2026-10-02,false
SKU-00261,Hand Truck,CHEMICALS,SUP-173,LOC-010,WH-J-BIN-61,466.0,40.0,536.56,2026-01-26,2027-04-02,true
