sku,sku_name,category,supplier_id,location_id,storage_bin,quantity_kg,reorder_level_kg,unit_cost_myr,last_restocked,expiry_date,is_hazardous
SKU-00006,Conveyor Belt Patch,MACHINERY_PARTS,SUP-006,LOC-013,WH-M-BIN-06,324.0 KG,40,107.90,2025-12-18,2026-06-04,false
SKU-00007,Shrink Wrap Film Roll,PPE,SUP-117,LOC-012,WH-L-BIN-07,343.0,0,305.35,2026-03-30,,false
SKU-00008,Label Printer Ribbon,CLEANING,SUP-142,LOC-003,WH-C-BIN-08,22.0 KG,,747.75,May 28 2026,,false
SKU-00009,Dock Leveler Seal,MEDICAL,SUP-093,LOC-015,WH-O-BIN-09,281.0kilogram,20,366.62,2026-05-23,,false
SKU-00010,LED Warehouse Light,RAW_MATERIALS,SUP-125,LOC-005,WH-E-BIN-10,217.0kg,20,638.19,Jan 01 2026,Jun 25 2027,false
SKU-00011,Nitrile Gloves Box,CHEMICALS,SUP-038,LOC-018,WH-R-BIN-11,67.0kilogram,,349.72,May 01 2026,,true
SKU-00012,Pallet Jack Wheel,ELECTRONICS,SUP-123,wh-t,WH-T-BIN-12,282.0 KG,20,705.55,Apr 09 2026,,false
SKU-00013,Barcode Scanner,FOOD_DRY,SUP-069,LOC-012,WH-L-BIN-13,73.0kg,15,389.91,04/06/2026,,false
SKU-00015,PVC Pipe 50mm,PACKAGING,SUP-033,LOC-017,WH-Q-BIN-15,452.0,10,398.56,15/06/2026,,false
SKU-00016,Rubber Gasket Set,MACHINERY_PARTS,SUP-005,LOC-019,WH-S-BIN-16,26.0kilogram,40,275.05,Apr 06 2026,,false
SKU-00017,Cable Tie Assorted,PPE,SUP-118,LOC-002,WH-B-BIN-17,128.0 KG,15,793.52,2026-02-07,,false
SKU-00018,Dust Mask N95 Pack,CLEANING,SUP-144,LOC-006,WH-F-BIN-18,187.0kilogram,30,48.61,Feb 11 2026,,false
SKU-00019,,MEDICAL,SUP-167,LOC-017,WH-Q-BIN-19,5.0kilogram,24,59.85,Jan 28 2026,2027-02-15,false
SKU-00020,Steel Shelving Unit,RAW_MATERIALS,SUP-002,Warehouse L,WH-L-BIN-20,12.0kg,25,602.94,2026-05-31,,false
SKU-00021,Hand Truck,CHEMICALS,SUP-030,LOC-003,WH-C-BIN-21,210.0kg,,708.96,2026-05-19,,false
SKU-00022,Spill Kit 20L,ELECTRONICS,SUP-081,LOC-003,WH-C-BIN-22,1.0 KG,15,44.49,21/01/2026,26/02/2027,false
SKU-00023,Epoxy Resin 1L,FOOD_DRY,SUP-052,wh_e,WH-E-BIN-23,36.0 KG,10,545.03,14/06/2026,,false
SKU-00024,,FOOD_COLD,SUP-066,LOC-016,WH-P-BIN-24,444.0kg,40,628.60,2026-01-23,,false
SKU-00025,,PACKAGING,SUP-179,wh-k,WH-K-BIN-25,136.0kilogram,20,375.72,2026-01-15,,false
SKU-00026,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-147,whse r,WH-R-BIN-26,462.0,15,224.66,2026-02-15,,false
SKU-00027,Welding Rod 3.2mm,PPE,SUP-106,LOC-004,WH-D-BIN-27,3.0kg,25,431.66,22/04/2026,,false
SKU-00028,Compressed Air Hose,CLEANING,SUP-010,wh-c,WH-C-BIN-28,12.0kg,20,323.82,Dec 22 2025,,false
SKU-00029,First Aid Refill,MEDICAL,SUP-018,wh_f,WH-F-BIN-29,476.0kilogram,25,583.24,Feb 23 2026,,false
SKU-00030,Racking Beam 2.4m,RAW_MATERIALS,SUP-135,LOC-009,WH-I-BIN-30,471.0,0,337.70,2026-05-31,,false
SKU-00031,Stretch Hood Film,CHEMICALS,SUP-070,LOC-013,WH-M-BIN-31,14.0kilogram,30,176.79,2026-04-12,,false
SKU-00032,Load Cell 500kg,ELECTRONICS,SUP-129,LOC-018,WH-R-BIN-32,300.0kilogram,15,307.33,05/01/2026,,false
SKU-00033,Dock Bumpers Pair,FOOD_DRY,SUP-104,LOC-010,WH-J-BIN-33,6.0,15,356.58,06/04/2026,03/03/2026,false
SKU-00034,Floor Marking Paint,FOOD_COLD,SUP-101,LOC-002,WH-B-BIN-34,249.0 KG,20,318.86,24/04/2026,,false
SKU-00035,Battery Charger 24V,PACKAGING,SUP-047,LOC-019,WH-S-BIN-35,3.0 KG,40,613.00,19/05/2026,,false
SKU-00036,,MACHINERY_PARTS,SUP-127,LOC-002,WH-B-BIN-36,378.0kilogram,40,83.17,2026-04-17,31/03/2026,false
SKU-00037,Humidity Sensor Probe,PPE,SUP-022,wh-d,WH-D-BIN-37,256.0kilogram,10,17.24,23/03/2026,2027-07-02,false
SKU-00038,Pallet Strap Tool,CLEANING,SUP-181,LOC-010,WH-J-BIN-38,369.0kilogram,25,20.99,Jan 08 2026,05/06/2027,false
SKU-00039,Coolant Concentrate,MEDICAL,SUP-060,wh_l,WH-L-BIN-39,438.0 KG,20,546.71,15/06/2026,,false
SKU-00040,Wheel Chock Rubber,RAW_MATERIALS,SUP-171,LOC-003,WH-C-BIN-40,113.0,15,453.58,31/05/2026,,false
SKU-00041,Steel Bolt M8,CHEMICALS,SUP-041,WH-A,WH-A-BIN-41,233.0 KG,0,42.52,2026-03-26,,true
SKU-00042,,ELECTRONICS,SUP-185,LOC-007,WH-G-BIN-42,484.0kg,15,549.74,Apr 10 2026,,false
SKU-00043,Industrial Solvent 5L,FOOD_DRY,SUP-163,LOC-015,WH-O-BIN-43,10.0,30,394.87,2026-02-22,2026-03-01,false
SKU-00044,Forklift Battery 24V,FOOD_COLD,SUP-034,WH-G,WH-G-BIN-44,324.0 KG,,472.73,14/03/2026,,false
SKU-00045,Safety Gloves L,PACKAGING,SUP-060,WH-A,WH-A-BIN-45,404.0kilogram,40,231.70,24/12/2025,Apr 26 2026,false
SKU-00046,,MACHINERY_PARTS,SUP-056,wh-t,WH-T-BIN-46,415.0,,96.58,2026-04-05,,false
SKU-00047,Shrink Wrap Film Roll,PPE,SUP-033,wh-l,WH-L-BIN-47,469.0kg,10,559.59,04/04/2026,Mar 29 2026,false
SKU-00048,Label Printer Ribbon,CLEANING,SUP-019,LOC-003,WH-C-BIN-48,173.0,30,792.41,Mar 21 2026,,false
SKU-00049,,MEDICAL,SUP-158,LOC-020,WH-T-BIN-49,299.0kg,15,549.45,Mar 20 2026,Jan 23 2027,false
SKU-00050,LED Warehouse Light,RAW_MATERIALS,SUP-012,whse e,WH-E-BIN-50,2.0kg,20,752.58,12/06/2026,,false
SKU-00051,Nitrile Gloves Box,CHEMICALS,SUP-102,LOC-001,WH-A-BIN-51,239.0kilogram,30,310.71,Feb 23 2026,2026-04-07,false
SKU-00052,Pallet Jack Wheel,ELECTRONICS,SUP-200,LOC-002,WH-B-BIN-52,478.0,40,544.81,Apr 21 2026,,false
SKU-00053,Barcode Scanner,FOOD_DRY,SUP-146,LOC-007,WH-G-BIN-53,167.0,0,689.79,10/06/2026,,false
SKU-00054,Fire Extinguisher 4kg,FOOD_COLD,SUP-101,LOC-001,WH-A-BIN-54,254.0 KG,,507.04,Jun 13 2026,06/10/2026,false
SKU-00055,PVC Pipe 50mm,PACKAGING,SUP-127,WH-C,WH-C-BIN-55,214.0kg,15,230.12,18/02/2026,,false
SKU-00056,Rubber Gasket Set,MACHINERY_PARTS,SUP-066,Warehouse R,WH-R-BIN-56,3.0kilogram,15,623.72,20/04/2026,,false
SKU-00057,Cable Tie Assorted,PPE,SUP-079,wh-h,WH-H-BIN-57,1.0kg,20,515.23,28/02/2026,2026-08-05,false
SKU-00058,Dust Mask N95 Pack,CLEANING,SUP-092,whse b,WH-B-BIN-58,22.0,15,332.38,Apr 12 2026,,false
SKU-00059,Wooden Pallet Std,MEDICAL,SUP-004,wh_h,WH-H-BIN-59,473.0 KG,15,177.52,12/05/2026,,false
SKU-00060,Steel Shelving Unit,RAW_MATERIALS,SUP-002,LOC-020,WH-T-BIN-60,478.0 KG,20,366.32,2026-01-22,,false
SKU-00061,Hand Truck,CHEMICALS,SUP-140,LOC-018,WH-R-BIN-61,185.0,25,590.08,2026-02-27,May 15 2027,true
SKU-00062,,ELECTRONICS,SUP-012,wh_m,WH-M-BIN-62,451.0,15,638.28,Dec 20 2025,,false
SKU-00063,,FOOD_DRY,SUP-118,LOC-005,WH-E-BIN-63,201.0kg,20,786.68,2026-06-09,17/04/2026,false
SKU-00064,,FOOD_COLD,SUP-033,whse t,WH-T-BIN-64,484.0kilogram,10,131.36,Jan 26 2026,,false
SKU-00065,Temperature Logger,PACKAGING,SUP-047,LOC-001,WH-A-BIN-65,240.0kg,15,580.99,May 03 2026,,false
SKU-00066,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-091,LOC-003,WH-C-BIN-66,19.0kg,30,549.74,Jan 22 2026,,false
SKU-00067,Welding Rod 3.2mm,PPE,SUP-112,LOC-004,WH-D-BIN-67,7.0,10,441.09,May 26 2026,,false
SKU-00068,Compressed Air Hose,CLEANING,SUP-081,whse s,WH-S-BIN-68,403.0kilogram,30,77.17,2026-01-24,2027-07-04,false
SKU-00069,First Aid Refill,MEDICAL,SUP-012,LOC-017,WH-Q-BIN-69,45.0kilogram,40,384.04,2025-12-18,,false
SKU-00070,Racking Beam 2.4m,RAW_MATERIALS,SUP-056,wh-t,WH-T-BIN-70,300.0 KG,10,384.71,2026-05-02,09/05/2027,false
SKU-00071,Stretch Hood Film,CHEMICALS,SUP-071,LOC-017,WH-Q-BIN-71,471.0kilogram,20,796.35,2026-05-11,03/06/2026,true
SKU-00072,Load Cell 500kg,ELECTRONICS,SUP-042,whse p,WH-P-BIN-72,4.0kg,10,500.97,18/04/2026,,false
SKU-00073,Dock Bumpers Pair,FOOD_DRY,SUP-170,LOC-005,WH-E-BIN-73,50.0kilogram,15,224.45,2026-04-22,,false
SKU-00074,Floor Marking Paint,FOOD_COLD,SUP-192,LOC-005,WH-E-BIN-74,288.0,0,462.66,26/04/2026,30/04/2026,false
SKU-00075,Battery Charger 24V,PACKAGING,SUP-173,LOC-001,WH-A-BIN-75,396.0kilogram,15,782.98,Apr 06 2026,,false
SKU-00076,,MACHINERY_PARTS,SUP-057,LOC-005,WH-E-BIN-76,8.0kg,25,556.97,2026-05-20,,false
SKU-00077,Humidity Sensor Probe,PPE,SUP-096,LOC-008,WH-H-BIN-77,9.0,40,709.30,03/03/2026,,false
SKU-00078,,CLEANING,SUP-102,wh-i,WH-I-BIN-78,21.0kg,15,634.85,2026-04-17,,false
SKU-00079,Coolant Concentrate,MEDICAL,SUP-117,LOC-015,WH-O-BIN-79,202.0kg,25,180.95,May 28 2026,,false
SKU-00080,Wheel Chock Rubber,RAW_MATERIALS,SUP-167,LOC-001,WH-A-BIN-80,326.0,15,594.35,2026-02-15,,false
SKU-00081,Steel Bolt M8,CHEMICALS,SUP-097,wh-j,WH-J-BIN-01,3.0kilogram,28,97.23,Jun 08 2026,,true
SKU-00082,Hydraulic Hose 2in,ELECTRONICS,SUP-071,whse r,WH-R-BIN-02,337.0kg,10,641.56,25/04/2026,,false
SKU-00083,,FOOD_DRY,SUP-108,LOC-004,WH-D-BIN-03,27.0,25,296.12,01/03/2026,,false
SKU-00084,Forklift Battery 24V,FOOD_COLD,SUP-118,whse m,WH-M-BIN-04,469.0kg,0,744.03,2026-05-25,,false
SKU-00085,Safety Gloves L,PACKAGING,SUP-132,WH-S,WH-S-BIN-05,221.0 KG,,230.98,11/04/2026,2026-04-02,false
SKU-00086,Conveyor Belt Patch,MACHINERY_PARTS,SUP-168,LOC-010,WH-J-BIN-06,245.0 KG,10,484.52,2026-04-28,Dec 19 2026,false
SKU-00087,Shrink Wrap Film Roll,PPE,SUP-146,LOC-008,WH-H-BIN-07,21.0 KG,,105.32,03/05/2026,Oct 21 2026,false
SKU-00088,Label Printer Ribbon,CLEANING,SUP-035,LOC-013,WH-M-BIN-08,471.0 KG,25,206.07,2026-03-02,,false
SKU-00089,Dock Leveler Seal,MEDICAL,SUP-190,LOC-005,WH-E-BIN-09,355.0kilogram,20,82.93,04/02/2026,,false
SKU-00090,LED Warehouse Light,RAW_MATERIALS,SUP-163,LOC-017,WH-Q-BIN-10,293.0,,550.42,May 21 2026,,false
SKU-00091,Nitrile Gloves Box,CHEMICALS,SUP-105,LOC-020,WH-T-BIN-11,347.0,15,69.54,13/01/2026,,false
SKU-00092,,ELECTRONICS,SUP-068,LOC-013,WH-M-BIN-12,122.0kilogram,15,576.69,2026-04-04,,false
SKU-00093,Barcode Scanner,FOOD_DRY,SUP-048,WH-O,WH-O-BIN-13,18.0kilogram,,759.59,2026-06-07,27/10/2026,false
SKU-00094,Fire Extinguisher 4kg,FOOD_COLD,SUP-020,LOC-008,WH-H-BIN-14,381.0 KG,10,325.72,2026-03-12,,false
SKU-00095,PVC Pipe 50mm,PACKAGING,SUP-095,LOC-009,WH-I-BIN-15,259.0kilogram,0,540.76,Feb 08 2026,,false
SKU-00096,Rubber Gasket Set,MACHINERY_PARTS,SUP-117,wh-k,WH-K-BIN-16,320.0,25,577.95,04/01/2026,,false
SKU-00097,Cable Tie Assorted,PPE,SUP-052,LOC-011,WH-K-BIN-17,142.0kilogram,20,218.14,2026-03-09,,false
SKU-00098,Dust Mask N95 Pack,CLEANING,SUP-199,whse t,WH-T-BIN-18,215.0,30,724.94,2026-05-14,20/05/2026,false
SKU-00099,Wooden Pallet Std,MEDICAL,SUP-046,whse c,WH-C-BIN-19,166.0 KG,20,459.00,Jan 08 2026,,false
SKU-00100,Steel Shelving Unit,RAW_MATERIALS,SUP-131,wh_j,WH-J-BIN-20,437.0,10,259.83,2026-03-12,,false
SKU-00101,Hand Truck,CHEMICALS,SUP-098,LOC-019,WH-S-BIN-21,174.0kg,25,193.14,Feb 19 2026,,false
SKU-00102,Spill Kit 20L,ELECTRONICS,SUP-035,WH-I,WH-I-BIN-22,208.0kg,15,309.08,03/04/2026,2026-10-16,false
SKU-00103,Epoxy Resin 1L,FOOD_DRY,SUP-171,LOC-002,WH-B-BIN-23,353.0 KG,,127.62,Mar 01 2026,,false
SKU-00104,Chain Block 1T,FOOD_COLD,SUP-078,LOC-004,WH-D-BIN-24,182.0,0,363.34,02/03/2026,,false
SKU-00105,Temperature Logger,PACKAGING,SUP-169,wh-h,WH-H-BIN-25,254.0kg,0,16.42,Jan 30 2026,,false
SKU-00106,,MACHINERY_PARTS,SUP-127,whse d,WH-D-BIN-26,440.0kilogram,,65.36,Jan 26 2026,,false
SKU-00107,Welding Rod 3.2mm,PPE,SUP-024,LOC-015,WH-O-BIN-27,163.0kg,30,527.04,2026-05-01,,false
SKU-00108,Compressed Air Hose,CLEANING,SUP-130,wh-n,WH-N-BIN-28,255.0kg,0,543.61,Jun 03 2026,,false
SKU-00109,First Aid Refill,MEDICAL,SUP-128,LOC-004,WH-D-BIN-29,349.0kg,15,542.01,Dec 20 2025,,false
SKU-00110,Racking Beam 2.4m,RAW_MATERIALS,SUP-106,LOC-017,WH-Q-BIN-30,194.0,0,371.31,May 13 2026,2027-02-28,false
SKU-00111,,CHEMICALS,SUP-111,LOC-019,WH-S-BIN-31,369.0kg,25,90.96,2026-05-31,,false
SKU-00112,Load Cell 500kg,ELECTRONICS,SUP-196,LOC-002,WH-B-BIN-32,378.0kg,,430.53,09/06/2026,,false
SKU-00113,Dock Bumpers Pair,FOOD_DRY,SUP-084,LOC-012,WH-L-BIN-33,285.0 KG,,736.78,12/02/2026,12/06/2026,false
SKU-00114,Floor Marking Paint,FOOD_COLD,SUP-187,LOC-006,WH-F-BIN-34,53.0kilogram,15,756.40,2026-05-16,,false
SKU-00115,Battery Charger 24V,PACKAGING,SUP-007,wh-n,WH-N-BIN-35,174.0,30,615.85,2026-04-21,,false
SKU-00116,Mesh Security Cage,MACHINERY_PARTS,SUP-136,LOC-013,WH-M-BIN-36,341.0,0,160.37,26/04/2026,Aug 02 2026,false
SKU-00118,,CLEANING,SUP-090,LOC-012,WH-L-BIN-38,98.0,40,23.38,Jan 01 2026,,false
SKU-00119,Coolant Concentrate,MEDICAL,SUP-148,LOC-006,WH-F-BIN-39,343.0,40,575.87,2026-01-09,,false
SKU-00120,Wheel Chock Rubber,RAW_MATERIALS,SUP-169,LOC-012,WH-L-BIN-40,129.0kg,,617.14,2026-02-22,2027-07-05,false
SKU-00121,Steel Bolt M8,CHEMICALS,SUP-180,LOC-008,WH-H-BIN-41,117.0kg,30,292.15,2026-02-14,Dec 10 2026,false
SKU-00122,Hydraulic Hose 2in,ELECTRONICS,SUP-091,LOC-008,WH-H-BIN-42,86.0,15,777.65,2026-02-15,,false
SKU-00123,Industrial Solvent 5L,FOOD_DRY,SUP-024,LOC-013,WH-M-BIN-43,302.0 KG,,312.49,2026-02-08,May 23 2026,false
SKU-00125,,PACKAGING,SUP-041,WH-Q,WH-Q-BIN-45,1.0 KG,13,126.46,May 21 2026,May 31 2026,false
SKU-00126,Conveyor Belt Patch,MACHINERY_PARTS,SUP-166,Warehouse L,WH-L-BIN-46,441.0kilogram,0,542.86,Jan 05 2026,,false
SKU-00127,Shrink Wrap Film Roll,PPE,SUP-181,LOC-006,WH-F-BIN-47,459.0,10,738.59,2026-04-09,,false
SKU-00128,Label Printer Ribbon,CLEANING,SUP-067,wh-r,WH-R-BIN-48,226.0kg,0,106.56,2026-04-23,,false
SKU-00129,Dock Leveler Seal,MEDICAL,SUP-177,WH-G,WH-G-BIN-49,92.0 KG,15,508.52,Jan 11 2026,,false
SKU-00130,LED Warehouse Light,RAW_MATERIALS,SUP-065,LOC-010,WH-J-BIN-50,197.0kilogram,15,125.12,2025-12-27,,false
SKU-00132,Pallet Jack Wheel,ELECTRONICS,SUP-104,WH-L,WH-L-BIN-52,6.0,10,720.37,Apr 14 2026,,false
SKU-00133,Barcode Scanner,FOOD_DRY,SUP-063,Warehouse P,WH-P-BIN-53,457.0 KG,10,547.57,10/02/2026,,false
SKU-00134,Fire Extinguisher 4kg,FOOD_COLD,SUP-027,wh-i,WH-I-BIN-54,6.0,17,618.19,30/12/2025,,false
SKU-00135,PVC Pipe 50mm,PACKAGING,SUP-083,wh-r,WH-R-BIN-55,26.0 KG,,309.52,05/03/2026,2026-03-08,false
SKU-00136,Rubber Gasket Set,MACHINERY_PARTS,SUP-131,LOC-002,WH-B-BIN-56,166.0kg,0,379.87,14/03/2026,,false
SKU-00137,Cable Tie Assorted,PPE,SUP-017,LOC-013,WH-M-BIN-57,394.0,20,202.64,2026-05-28,,false
SKU-00138,Dust Mask N95 Pack,CLEANING,SUP-161,LOC-006,WH-F-BIN-58,54.0kg,40,59.47,2026-01-22,,false
SKU-00139,,MEDICAL,SUP-085,Warehouse K,WH-K-BIN-59,22.0kilogram,25,474.76,22/04/2026,,false
SKU-00140,Steel Shelving Unit,RAW_MATERIALS,SUP-083,LOC-019,WH-S-BIN-60,300.0,25,649.34,2026-06-11,Jul 16 2026,false
SKU-00141,Hand Truck,CHEMICALS,SUP-044,LOC-009,WH-I-BIN-61,101.0kilogram,25,522.32,May 22 2026,Feb 25 2026,true
SKU-00142,Spill Kit 20L,ELECTRONICS,SUP-039,whse c,WH-C-BIN-62,57.0kg,20,345.14,Jan 08 2026,,false
SKU-00143,Epoxy Resin 1L,FOOD_DRY,SUP-119,LOC-013,WH-M-BIN-63,310.0kg,30,419.53,2026-04-21,,false
SKU-00144,Chain Block 1T,FOOD_COLD,SUP-043,LOC-003,WH-C-BIN-64,271.0,25,788.10,29/04/2026,,false
SKU-00145,Temperature Logger,PACKAGING,SUP-113,WH-E,WH-E-BIN-65,219.0kilogram,,556.97,2026-01-31,May 03 2026,false
SKU-00146,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-160,LOC-018,WH-R-BIN-66,352.0 KG,25,748.90,2026-01-05,,false
SKU-00147,Welding Rod 3.2mm,PPE,SUP-179,LOC-019,WH-S-BIN-67,178.0kilogram,40,307.02,2026-03-28,,false
SKU-00148,Compressed Air Hose,CLEANING,SUP-008,LOC-007,WH-G-BIN-68,364.0kilogram,30,188.07,09/05/2026,,false
SKU-00149,First Aid Refill,MEDICAL,SUP-041,LOC-002,WH-B-BIN-69,1.0,10,303.75,04/04/2026,,false
SKU-00150,Racking Beam 2.4m,RAW_MATERIALS,SUP-164,LOC-019,WH-S-BIN-70,429.0,25,2.95,2026-02-28,,false
SKU-00151,,CHEMICALS,SUP-119,LOC-018,WH-R-BIN-71,176.0,25,321.93,Jan 20 2026,,false
SKU-00152,Load Cell 500kg,ELECTRONICS,SUP-080,LOC-015,WH-O-BIN-72,234.0kg,10,553.12,Jun 07 2026,,false
SKU-00153,Dock Bumpers Pair,FOOD_DRY,SUP-085,LOC-009,WH-I-BIN-73,31.0 KG,10,377.27,Jun 06 2026,,false
SKU-00154,,FOOD_COLD,SUP-190,WH-S,WH-S-BIN-74,159.0,25,354.22,May 18 2026,,false
SKU-00155,Battery Charger 24V,PACKAGING,SUP-167,LOC-019,WH-S-BIN-75,90.0,20,41.54,2026-03-13,,false
SKU-00156,Mesh Security Cage,MACHINERY_PARTS,SUP-120,LOC-019,WH-S-BIN-76,23.0,40,371.21,2025-12-25,,false
SKU-00157,Humidity Sensor Probe,PPE,SUP-110,Warehouse G,WH-G-BIN-77,140.0kilogram,20,733.10,Jan 08 2026,,false
SKU-00158,Pallet Strap Tool,CLEANING,SUP-146,LOC-018,WH-R-BIN-78,191.0,,526.65,13/04/2026,,false
SKU-00159,Coolant Concentrate,MEDICAL,SUP-085,LOC-010,WH-J-BIN-79,154.0 KG,0,178.68,Apr 11 2026,,false
SKU-00160,,RAW_MATERIALS,SUP-079,whse c,WH-C-BIN-80,82.0,30,602.88,14/04/2026,,false
SKU-00161,Steel Bolt M8,CHEMICALS,SUP-071,LOC-009,WH-I-BIN-01,250.0kg,30,329.11,Jun 11 2026,,false
SKU-00162,Hydraulic Hose 2in,ELECTRONICS,SUP-044,LOC-018,WH-R-BIN-02,6.0kilogram,15,382.67,2026-04-21,Jul 21 2027,false
SKU-00163,,FOOD_DRY,SUP-172,WH-S,WH-S-BIN-03,292.0 KG,0,747.14,May 21 2026,,false
SKU-00164,Forklift Battery 24V,FOOD_COLD,SUP-041,LOC-008,WH-H-BIN-04,24.0kilogram,,50.84,May 02 2026,,false
SKU-00165,Safety Gloves L,PACKAGING,SUP-123,LOC-004,WH-D-BIN-05,42.0kg,0,279.50,2026-04-03,,false
SKU-00166,Conveyor Belt Patch,MACHINERY_PARTS,SUP-095,LOC-014,WH-N-BIN-06,261.0,,31.76,13/06/2026,,false
SKU-00167,Shrink Wrap Film Roll,PPE,SUP-078,wh_b,WH-B-BIN-07,310.0 KG,20,120.41,10/01/2026,,false
SKU-00168,,CLEANING,SUP-146,LOC-008,WH-H-BIN-08,6.0,10,164.82,Feb 17 2026,,false
SKU-00169,Dock Leveler Seal,MEDICAL,SUP-101,LOC-011,WH-K-BIN-09,202.0,0,271.23,Dec 24 2025,May 10 2027,false
SKU-00170,,RAW_MATERIALS,SUP-001,LOC-016,WH-P-BIN-10,240.0kg,30,488.37,2026-05-29,2026-04-03,false
SKU-00171,,CHEMICALS,SUP-181,wh-i,WH-I-BIN-11,302.0kilogram,,311.53,2026-05-25,,true
SKU-00172,Pallet Jack Wheel,ELECTRONICS,SUP-141,whse r,WH-R-BIN-12,44.0kilogram,20,127.74,Dec 26 2025,2027-02-09,false
SKU-00173,,FOOD_DRY,SUP-009,LOC-005,WH-E-BIN-13,8.0 KG,19,525.51,11/06/2026,,false
SKU-00174,Fire Extinguisher 4kg,FOOD_COLD,SUP-060,LOC-010,WH-J-BIN-14,250.0kg,40,540.49,29/12/2025,,false
SKU-00175,PVC Pipe 50mm,PACKAGING,SUP-139,Warehouse M,WH-M-BIN-15,6.0kilogram,14,603.10,2026-06-03,,false
SKU-00176,,MACHINERY_PARTS,SUP-168,LOC-005,WH-E-BIN-16,351.0kg,,53.40,2026-04-09,,false
SKU-00177,Cable Tie Assorted,PPE,SUP-010,LOC-007,WH-G-BIN-17,126.0 KG,20,430.18,14/03/2026,May 17 2026,false
SKU-00178,Dust Mask N95 Pack,CLEANING,SUP-042,wh-b,WH-B-BIN-18,437.0,,272.00,2026-02-21,,false
SKU-00179,Wooden Pallet Std,MEDICAL,SUP-187,LOC-011,WH-K-BIN-19,405.0,0,795.22,2026-01-07,Apr 08 2027,false
SKU-00180,Steel Shelving Unit,RAW_MATERIALS,SUP-003,LOC-008,WH-H-BIN-20,7.0 KG,15,702.50,Apr 18 2026,Oct 28 2026,false
SKU-00182,,ELECTRONICS,SUP-065,WH-G,WH-G-BIN-22,259.0kg,25,627.08,2026-03-14,Feb 20 2027,false
SKU-00183,,FOOD_DRY,SUP-113,Warehouse A,WH-A-BIN-23,238.0,0,488.75,Mar 27 2026,,false
SKU-00184,,FOOD_COLD,SUP-192,wh_h,WH-H-BIN-24,108.0,10,728.37,Jan 18 2026,2026-10-12,false
SKU-00185,,PACKAGING,SUP-198,LOC-018,WH-R-BIN-25,437.0 KG,20,734.48,13/05/2026,2027-07-17,false
SKU-00186,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-033,LOC-002,WH-B-BIN-26,171.0kilogram,30,647.98,Jun 11 2026,,false
SKU-00187,Welding Rod 3.2mm,PPE,SUP-117,wh-c,WH-C-BIN-27,103.0,40,705.10,Jun 01 2026,Aug 11 2026,false
SKU-00189,First Aid Refill,MEDICAL,SUP-067,LOC-014,WH-N-BIN-29,472.0,40,665.69,2026-02-14,,false
SKU-00190,Racking Beam 2.4m,RAW_MATERIALS,SUP-083,LOC-016,WH-P-BIN-30,153.0kilogram,0,748.70,30/04/2026,,false
SKU-00191,Stretch Hood Film,CHEMICALS,SUP-013,LOC-009,WH-I-BIN-31,204.0kilogram,,353.68,Dec 24 2025,,false
SKU-00192,Load Cell 500kg,ELECTRONICS,SUP-087,wh_e,WH-E-BIN-32,466.0 KG,30,34.00,2026-01-17,,false
SKU-00193,Dock Bumpers Pair,FOOD_DRY,SUP-099,LOC-011,WH-K-BIN-33,408.0kg,25,580.32,2026-05-09,,false
SKU-00194,,FOOD_COLD,SUP-125,whse h,WH-H-BIN-34,10.0,15,81.58,2026-05-25,2026-10-19,false
SKU-00195,Battery Charger 24V,PACKAGING,SUP-013,Warehouse C,WH-C-BIN-35,291.0 KG,10,786.05,2026-01-25,Jan 09 2027,false
SKU-00196,Mesh Security Cage,MACHINERY_PARTS,SUP-191,WH-N,WH-N-BIN-36,45.0 KG,30,364.62,03/06/2026,,false
SKU-00197,Humidity Sensor Probe,PPE,SUP-075,wh-p,WH-P-BIN-37,38.0,40,283.31,Jan 16 2026,,false
SKU-00198,Pallet Strap Tool,CLEANING,SUP-159,LOC-020,WH-T-BIN-38,375.0,20,718.13,2026-05-18,,false
SKU-00199,Coolant Concentrate,MEDICAL,SUP-027,LOC-016,WH-P-BIN-39,8.0,,201.32,24/01/2026,,false
SKU-00200,Wheel Chock Rubber,RAW_MATERIALS,SUP-047,wh_o,WH-O-BIN-40,30.0,15,142.57,Dec 24 2025,24/01/2027,false
SKU-00201,Steel Bolt M8,CHEMICALS,SUP-176,LOC-011,WH-K-BIN-41,153.0kilogram,,155.50,27/04/2026,,false
SKU-00202,Hydraulic Hose 2in,ELECTRONICS,SUP-178,wh-a,WH-A-BIN-42,438.0 KG,30,724.07,11/06/2026,,false
SKU-00204,Forklift Battery 24V,FOOD_COLD,SUP-128,LOC-017,WH-Q-BIN-44,326.0kilogram,30,18.61,04/05/2026,,false
SKU-00205,Safety Gloves L,PACKAGING,SUP-096,LOC-001,WH-A-BIN-45,369.0kilogram,30,153.19,Dec 23 2025,Dec 23 2026,false
SKU-00206,Conveyor Belt Patch,MACHINERY_PARTS,SUP-128,LOC-015,WH-O-BIN-46,339.0 KG,20,527.03,2026-05-06,,false
