txn_id,sku,location_id,txn_type,quantity_kg,unit_cost_myr,operator_id,timestamp,reference_doc
TXN-201250,SKU-00461,LOC-013,OUT,120.0 KG,349.12,OP-043,2026-06-14T14:12:26,DOC-1252
TXN-201251,SKU-00368,LOC-010,OUT,153.0,413.07,OP-018,2026-06-17T20:12:26,
TXN-201252,SKU-00496,LOC-010,ADJUST,15.0,237.98,OP-041,2026-06-21T18:12:26,
TXN-201253,SKU-00084,LOC-006,OUT,200.0kilogram,549.37,OP-039,2026-06-19T18:12:26,
TXN-201254,SKU-00220,LOC-016,OUT,26.0kilogram,170.45,OP-010,2026-06-01T03:12:26,
TXN-201255,SKU-00297,LOC-019,IN,49.0 KG,711.43,OP-033,2026-05-29T22:12:26,DOC-9166
TXN-201256,SKU-00027,LOC-016,OUT,93.0,514.59,OP-016,2026-06-14T07:12:26,DOC-5849
TXN-201257,SKU-00103,LOC-006,IN,82.0,610.68,OP-005,2026-05-28T15:12:26,DOC-8426
TXN-201258,SKU-00262,LOC-020,IN,111.0kg,489.23,OP-018,2026-06-19T09:12:26,DOC-7876
TXN-201259,SKU-00124,LOC-011,IN,24.0kg,153.73,OP-022,2026-06-24T03:12:26,DOC-3739
TXN-201260,SKU-00186,LOC-014,ADJUST,181.0kg,793.85,OP-038,2026-06-05T23:12:26,DOC-3272
TXN-201261,SKU-00168,LOC-013,IN,26.0 KG,601.99,OP-001,2026-06-07T09:12:26,DOC-2590
TXN-201262,SKU-00337,LOC-019,OUT,77.0kg,381.69,OP-025,2026-06-18T16:12:26,DOC-7360
TXN-201263,SKU-00493,LOC-011,IN,173.0 KG,336.84,OP-005,2026-06-22T04:12:26,DOC-9141
TXN-201264,SKU-00165,LOC-015,OUT,75.0,44.96,OP-019,2026-06-22T00:12:26,DOC-8047
TXN-201265,SKU-00447,LOC-015,OUT,50.0kg,272.52,OP-032,2026-06-04T03:12:26,
TXN-201266,SKU-00394,LOC-005,IN,80.0kilogram,703.21,OP-026,2026-06-14T00:12:26,DOC-6968
TXN-201267,SKU-00262,LOC-014,OUT,102.0kg,439.71,OP-039,2026-05-30T07:12:26,DOC-3110
TXN-201268,SKU-00081,LOC-015,IN,4.0kilogram,487.96,OP-008,2026-06-19T04:12:26,DOC-9704
TXN-201269,SKU-00195,LOC-003,ADJUST,72.0 KG,786.05,OP-019,2026-06-11T20:12:26,
TXN-201270,SKU-00003,LOC-008,OUT,113.0 KG,333.76,OP-029,2026-06-14T18:12:26,DOC-1157
TXN-201271,SKU-00393,LOC-013,IN,152.0kilogram,459.53,OP-012,2026-06-20T09:12:26,DOC-8741
TXN-201272,SKU-00138,LOC-011,OUT,118.0kilogram,637.36,OP-046,2026-06-04T17:12:26,DOC-4755
TXN-201273,SKU-00419,LOC-020,OUT,49.0kilogram,494.02,OP-030,2026-06-22T19:12:26,DOC-1125
TXN-201274,SKU-00229,LOC-019,ADJUST,76.0 KG,329.89,OP-020,2026-06-16T06:12:26,
TXN-201275,SKU-00267,LOC-013,IN,74.0kilogram,202.28,OP-039,2026-06-18T13:12:26,
TXN-201276,SKU-00044,LOC-015,OUT,73.0 KG,256.77,OP-001,2026-06-19T05:12:26,
TXN-201277,SKU-00301,LOC-007,IN,130.0kilogram,437.31,OP-027,2026-06-01T12:12:26,DOC-5382
TXN-201278,SKU-00318,LOC-007,WRITE_OFF,119.0kg,681.46,OP-025,2026-06-24T15:12:26,DOC-9402
TXN-201279,SKU-00267,LOC-013,IN,166.0 KG,202.28,OP-033,2026-06-20T20:12:26,DOC-8627
TXN-201280,SKU-00256,LOC-013,IN,32.0 KG,654.16,OP-012,2026-06-04T01:12:26,DOC-4532
TXN-201281,SKU-00330,LOC-009,OUT,6.0 KG,572.24,OP-046,2026-06-17T16:12:26,DOC-3103
TXN-201282,SKU-00070,LOC-007,ADJUST,104.0kg,465.23,OP-011,2026-06-09T06:12:26,
TXN-201283,SKU-00241,LOC-007,OUT,149.0 KG,755.05,OP-004,2026-05-31T05:12:26,DOC-3041
TXN-201284,SKU-00257,LOC-020,IN,31.0 KG,737.95,OP-005,2026-06-22T10:12:26,
TXN-201285,SKU-00080,LOC-016,WRITE_OFF,128.0 KG,609.19,OP-028,2026-05-29T03:12:26,DOC-1036
TXN-201286,SKU-00314,LOC-010,IN,105.0kilogram,529.26,OP-047,2026-06-05T06:12:26,DOC-3819
TXN-201287,SKU-00390,LOC-019,OUT,68.0kg,638.42,OP-021,2026-06-20T11:12:26,
TXN-201288,SKU-00284,LOC-004,IN,29.0kg,474.54,OP-005,2026-05-31T08:12:26,DOC-4751
TXN-201289,SKU-00139,LOC-012,IN,145.0 KG,575.56,OP-015,2026-05-28T04:12:26,
TXN-201290,SKU-00035,LOC-002,IN,46.0kg,717.59,OP-037,2026-06-22T23:12:26,DOC-9246
TXN-201291,SKU-00424,LOC-002,OUT,50.0 KG,600.03,OP-048,2026-06-04T02:12:26,
TXN-201292,SKU-00128,LOC-012,OUT,102.0kilogram,684.74,OP-017,2026-06-13T03:12:26,DOC-5316
TXN-201293,SKU-00256,LOC-008,OUT,43.0 KG,502.60,OP-021,2026-06-15T07:12:26,
TXN-201294,SKU-00172,LOC-018,ADJUST,56.0kg,127.74,OP-023,2026-06-06T18:12:26,
TXN-201295,SKU-00069,LOC-017,OUT,105.0 KG,384.04,OP-036,2026-06-13T08:12:26,
TXN-201296,SKU-00406,LOC-004,IN,73.0kg,522.48,OP-012,2026-06-25T22:12:26,DOC-5369
TXN-201297,SKU-00067,LOC-011,IN,157.0kilogram,68.07,OP-008,2026-06-16T17:12:26,DOC-8491
TXN-201298,SKU-00048,LOC-009,IN,103.0kg,596.67,OP-020,2026-05-27T13:12:26,DOC-7438
TXN-201299,SKU-00097,LOC-006,OUT,49.0kilogram,540.29,OP-028,2026-05-30T20:12:26,DOC-3223
TXN-201300,SKU-00136,LOC-018,OUT,199.0kilogram,253.02,OP-046,2026-05-29T13:12:26,DOC-6763
TXN-201301,SKU-00204,LOC-012,IN,98.0,276.49,OP-024,2026-05-31T17:12:26,DOC-1013
TXN-201302,SKU-00287,LOC-015,OUT,117.0,155.41,OP-001,2026-06-11T20:12:26,DOC-2963
TXN-201303,SKU-00210,LOC-004,IN,60.0kilogram,135.97,OP-012,2026-06-18T02:12:26,DOC-1669
TXN-201304,SKU-00240,LOC-019,OUT,155.0kg,563.63,OP-048,2026-06-25T02:12:26,DOC-6985
TXN-201305,SKU-00391,LOC-005,IN,49.0kg,682.14,OP-022,2026-06-24T05:12:26,
TXN-201306,SKU-00030,LOC-002,IN,88.0,170.33,OP-007,2026-06-22T08:12:26,DOC-1466
TXN-201307,SKU-00056,LOC-020,OUT,73.0 KG,425.25,OP-026,2026-06-05T06:12:26,DOC-3854
TXN-201308,SKU-00414,LOC-014,OUT,16.0 KG,286.29,OP-047,2026-05-27T23:12:26,DOC-1776
TXN-201309,SKU-00460,LOC-019,OUT,141.0kg,577.02,OP-002,2026-06-22T21:12:26,DOC-5178
TXN-201310,SKU-00401,LOC-011,IN,121.0 KG,528.44,OP-020,2026-05-28T10:12:26,DOC-1593
TXN-201311,SKU-00326,LOC-001,WRITE_OFF,68.0kilogram,695.41,OP-003,2026-06-22T17:12:26,DOC-8777
TXN-201312,SKU-00316,LOC-018,IN,169.0kg,35.55,OP-040,2026-06-16T11:12:26,DOC-5555
TXN-201313,SKU-00379,LOC-012,IN,89.0,582.30,OP-016,2026-06-05T08:12:26,DOC-3902
TXN-201314,SKU-00222,LOC-018,WRITE_OFF,33.0kg,655.09,OP-005,2026-06-23T04:12:26,DOC-2200
TXN-201315,SKU-00236,LOC-003,IN,44.0kg,699.17,OP-019,2026-06-09T17:12:26,DOC-3040
TXN-201316,SKU-00458,LOC-018,IN,41.0 KG,759.99,OP-035,2026-06-03T08:12:26,
TXN-201317,SKU-00146,LOC-008,OUT,15.0kilogram,230.05,OP-048,2026-06-22T13:12:26,DOC-4005
TXN-201318,SKU-00348,LOC-001,OUT,58.0kg,165.92,OP-009,2026-06-03T07:12:26,
TXN-201319,SKU-00006,LOC-011,IN,120.0,581.19,OP-035,2026-06-20T15:12:26,DOC-9557
TXN-201320,SKU-00261,LOC-010,IN,7.0,220.86,OP-043,2026-06-15T19:12:26,DOC-2202
TXN-201321,SKU-00005,LOC-011,IN,154.0kilogram,381.42,OP-022,2026-06-09T16:12:26,DOC-8446
TXN-201322,SKU-00333,LOC-009,IN,81.0,293.51,OP-003,2026-06-03T06:12:26,DOC-1225
TXN-201323,SKU-00202,LOC-008,OUT,23.0kilogram,45.55,OP-022,2026-06-25T11:12:26,DOC-1394
TXN-201324,SKU-00143,LOC-020,IN,61.0kilogram,718.58,OP-028,2026-06-25T08:12:26,
TXN-201325,SKU-00391,LOC-002,OUT,175.0kg,609.57,OP-027,2026-06-11T08:12:26,DOC-3728
TXN-201326,SKU-00391,LOC-011,WRITE_OFF,102.0,225.17,OP-009,2026-05-28T19:12:26,DOC-1121
TXN-201327,SKU-00089,LOC-002,IN,54.0kilogram,740.75,OP-048,2026-05-28T11:12:26,DOC-4384
TXN-201328,SKU-00198,LOC-009,OUT,63.0kg,39.97,OP-049,2026-06-02T23:12:26,DOC-1321
TXN-201329,SKU-00195,LOC-003,ADJUST,26.0,786.05,OP-004,2026-06-13T04:12:26,DOC-9668
TXN-201330,SKU-00316,LOC-017,WRITE_OFF,142.0kg,604.46,OP-017,2026-05-30T03:12:26,DOC-1119
TXN-201331,SKU-00184,LOC-007,IN,57.0,468.98,OP-027,2026-06-01T22:12:26,DOC-1267
TXN-201332,SKU-00350,LOC-013,WRITE_OFF,33.0kg,335.10,OP-047,2026-06-25T21:12:26,DOC-7291
TXN-201333,SKU-00216,LOC-020,ADJUST,166.0kilogram,785.21,OP-017,2026-06-23T10:12:26,DOC-9627
TXN-201334,SKU-00458,LOC-020,ADJUST,24.0kilogram,362.38,OP-047,2026-06-14T13:12:26,DOC-5221
TXN-201335,SKU-00121,LOC-017,IN,37.0,283.28,OP-003,2026-06-16T10:12:26,DOC-6008
TXN-201336,SKU-00056,LOC-019,ADJUST,46.0 KG,491.03,OP-028,2026-06-14T21:12:26,DOC-4246
TXN-201337,SKU-00480,LOC-013,ADJUST,150.0kilogram,277.58,OP-016,2026-06-25T09:12:26,DOC-3631
TXN-201338,SKU-00378,LOC-014,OUT,159.0kilogram,78.28,OP-033,2026-06-12T11:12:26,DOC-9277
TXN-201339,SKU-00454,LOC-005,IN,46.0kilogram,394.17,OP-011,2026-06-17T06:12:26,DOC-3804
TXN-201340,SKU-00468,LOC-018,ADJUST,61.0 KG,780.95,OP-032,2026-06-18T20:12:26,
TXN-201341,SKU-00451,LOC-018,IN,64.0,133.34,OP-042,2026-06-24T03:12:26,
TXN-201342,SKU-00049,LOC-009,IN,196.0 KG,416.29,OP-030,2026-06-08T10:12:26,DOC-1411
TXN-201343,SKU-00162,LOC-013,OUT,182.0 KG,427.87,OP-017,2026-06-11T21:12:26,
TXN-201344,SKU-00029,LOC-016,OUT,27.0,362.00,OP-030,2026-06-23T18:12:26,
TXN-201345,SKU-00134,LOC-014,IN,182.0kg,62.67,OP-039,2026-06-24T14:12:26,
TXN-201346,SKU-00446,LOC-011,OUT,144.0 KG,584.25,OP-043,2026-06-10T10:12:26,DOC-8143
TXN-201347,SKU-00337,LOC-004,OUT,43.0,329.90,OP-016,2026-06-14T17:12:26,DOC-2491
TXN-201348,SKU-00178,LOC-012,OUT,115.0kg,87.94,OP-035,2026-06-12T16:12:26,
TXN-201349,SKU-00033,LOC-004,IN,30.0kg,198.04,OP-024,2026-06-22T08:12:26,DOC-6703
TXN-201350,SKU-00179,LOC-012,OUT,76.0 KG,118.50,OP-005,2026-05-27T18:12:26,
TXN-201351,SKU-00238,LOC-002,ADJUST,33.0kg,495.24,OP-040,2026-05-31T22:12:26,DOC-2503
TXN-201352,SKU-00006,LOC-014,IN,122.0kilogram,354.78,OP-024,2026-06-06T11:12:26,DOC-3723
TXN-201353,SKU-00431,LOC-009,IN,58.0kilogram,650.05,OP-041,2026-06-03T04:12:26,
TXN-201354,SKU-00496,LOC-010,OUT,85.0kg,629.02,OP-026,2026-06-17T21:12:26,DOC-9604
TXN-201355,SKU-00179,LOC-001,IN,131.0kg,694.08,OP-007,2026-06-10T09:12:26,
TXN-201356,SKU-00252,LOC-014,OUT,36.0kg,46.38,OP-017,2026-06-20T12:12:26,
TXN-201357,SKU-00324,LOC-015,IN,71.0kilogram,677.99,OP-029,2026-06-09T22:12:26,DOC-5010
TXN-201358,SKU-00121,LOC-005,IN,162.0,489.09,OP-017,2026-06-24T12:12:26,DOC-4939
TXN-201359,SKU-00400,LOC-001,OUT,28.0kilogram,94.91,OP-015,2026-06-07T04:12:26,DOC-8466
TXN-201360,SKU-00022,LOC-013,OUT,23.0kilogram,229.89,OP-027,2026-06-20T00:12:26,
TXN-201361,SKU-00177,LOC-002,IN,42.0kg,652.92,OP-023,2026-06-09T23:12:26,
TXN-201362,SKU-00394,LOC-008,OUT,50.0kilogram,491.35,OP-044,2026-06-14T10:12:26,
TXN-201363,SKU-00237,LOC-002,ADJUST,20.0 KG,786.39,OP-050,2026-06-20T00:12:26,DOC-9295
TXN-201364,SKU-00365,LOC-004,ADJUST,145.0 KG,105.59,OP-006,2026-05-31T17:12:26,
TXN-201365,SKU-00450,LOC-010,OUT,138.0 KG,471.51,OP-035,2026-06-13T06:12:26,DOC-1209
TXN-201366,SKU-00400,LOC-007,OUT,114.0,83.35,OP-021,2026-05-27T23:12:26,
TXN-201367,SKU-00247,LOC-005,IN,147.0,292.28,OP-024,2026-06-14T02:12:26,
TXN-201368,SKU-00467,LOC-018,OUT,58.0,57.02,OP-009,2026-05-28T18:12:26,DOC-7813
TXN-201369,SKU-00442,LOC-013,IN,108.0,411.43,OP-027,2026-05-30T20:12:26,DOC-2723
TXN-201370,SKU-00198,LOC-020,OUT,46.0kilogram,718.13,OP-016,2026-06-05T20:12:26,DOC-4106
TXN-201371,SKU-00499,LOC-006,OUT,77.0,53.97,OP-034,2026-05-27T09:12:26,DOC-1041
TXN-201372,SKU-00267,LOC-012,WRITE_OFF,50.0kilogram,310.25,OP-048,2026-06-10T11:12:26,DOC-6762
TXN-201373,SKU-00008,LOC-006,IN,50.0kilogram,539.29,OP-049,2026-06-12T10:12:26,DOC-3558
TXN-201374,SKU-00373,LOC-006,IN,62.0kilogram,206.23,OP-004,2026-06-16T12:12:26,DOC-1925
TXN-201375,SKU-00249,LOC-003,IN,60.0kilogram,795.04,OP-005,2026-06-04T12:12:26,DOC-6109
TXN-201376,SKU-00289,LOC-007,ADJUST,160.0 KG,304.87,OP-049,2026-06-25T13:12:26,DOC-3664
TXN-201377,SKU-00266,LOC-006,OUT,104.0kilogram,38.21,OP-011,2026-05-29T14:12:26,DOC-4365
TXN-201378,SKU-00280,LOC-012,OUT,173.0 KG,549.45,OP-001,2026-06-22T05:12:26,DOC-9619
TXN-201379,SKU-00264,LOC-007,OUT,109.0 KG,136.09,OP-006,2026-06-19T16:12:26,DOC-4266
TXN-201380,SKU-00132,LOC-018,OUT,177.0,691.65,OP-009,2026-06-17T20:12:26,DOC-8993
TXN-201381,SKU-00306,LOC-016,OUT,158.0kg,53.47,OP-003,2026-06-15T19:12:26,
TXN-201382,SKU-00193,LOC-017,OUT,143.0,266.72,OP-038,2026-06-06T05:12:26,DOC-7909
TXN-201383,SKU-00033,LOC-004,ADJUST,183.0 KG,198.04,OP-021,2026-06-16T02:12:26,DOC-5830
TXN-201384,SKU-00338,LOC-015,IN,102.0kilogram,664.73,OP-040,2026-06-24T00:12:26,
TXN-201385,SKU-00470,LOC-004,OUT,124.0kilogram,690.08,OP-024,2026-06-05T19:12:26,DOC-1799
TXN-201386,SKU-00407,LOC-011,IN,122.0,565.87,OP-033,2026-06-05T07:12:26,
TXN-201387,SKU-00381,LOC-012,WRITE_OFF,93.0,699.13,OP-038,2026-06-25T13:12:26,
TXN-201388,SKU-00308,LOC-011,IN,174.0kilogram,688.90,OP-050,2026-05-31T09:12:26,DOC-3286
TXN-201389,SKU-00008,LOC-006,IN,27.0 KG,539.29,OP-015,2026-06-21T04:12:26,DOC-3148
TXN-201390,SKU-00109,LOC-002,OUT,101.0kg,280.91,OP-040,2026-06-24T15:12:26,
TXN-201391,SKU-00310,LOC-019,IN,88.0 KG,276.34,OP-020,2026-06-09T16:12:26,DOC-5893
TXN-201392,SKU-00204,LOC-011,ADJUST,81.0kilogram,202.43,OP-049,2026-06-10T01:12:26,
TXN-201393,SKU-00324,LOC-015,IN,187.0kg,677.99,OP-020,2026-06-10T08:12:26,DOC-4315
TXN-201394,SKU-00319,LOC-019,IN,7.0kg,202.78,OP-046,2026-05-28T08:12:26,DOC-2998
TXN-201395,SKU-00388,LOC-008,IN,64.0 KG,474.58,OP-003,2026-06-17T09:12:26,DOC-5424
TXN-201396,SKU-00260,LOC-013,OUT,90.0 KG,321.11,OP-036,2026-05-31T05:12:26,
TXN-201397,SKU-00088,LOC-020,IN,37.0kg,589.20,OP-002,2026-06-02T13:12:26,DOC-2057
TXN-201398,SKU-00330,LOC-019,IN,44.0,666.85,OP-007,2026-06-17T03:12:26,
TXN-201399,SKU-00054,LOC-001,IN,110.0kilogram,507.04,OP-032,2026-06-20T18:12:26,DOC-2787
TXN-201400,SKU-00441,LOC-016,ADJUST,197.0 KG,699.58,OP-045,2026-06-15T17:12:26,DOC-7430
TXN-201401,SKU-00310,LOC-004,OUT,66.0,519.77,OP-020,2026-06-08T07:12:26,DOC-8414
TXN-201402,SKU-00307,LOC-001,IN,199.0,496.41,OP-017,2026-06-06T05:12:26,
TXN-201403,SKU-00164,LOC-019,IN,182.0kg,678.38,OP-004,2026-06-05T09:12:26,DOC-6122
TXN-201404,SKU-00341,LOC-005,IN,61.0kg,201.96,OP-047,2026-06-03T10:12:26,DOC-3296
TXN-201405,SKU-00477,LOC-013,OUT,140.0 KG,272.75,OP-049,2026-05-31T13:12:26,DOC-8525
TXN-201406,SKU-00352,LOC-006,OUT,70.0,102.56,OP-029,2026-06-09T13:12:26,DOC-9939
TXN-201407,SKU-00219,LOC-010,OUT,115.0,213.47,OP-007,2026-06-03T16:12:26,DOC-4540
TXN-201408,SKU-00386,LOC-008,ADJUST,87.0,72.31,OP-015,2026-06-01T13:12:26,DOC-5000
TXN-201409,SKU-00061,LOC-015,OUT,195.0 KG,693.23,OP-023,2026-05-27T00:12:26,
TXN-201410,SKU-00452,LOC-012,IN,160.0 KG,169.61,OP-023,2026-06-04T15:12:26,DOC-8993
TXN-201411,SKU-00195,LOC-011,IN,15.0kg,24.87,OP-005,2026-06-03T07:12:26,
TXN-201412,SKU-00240,LOC-007,WRITE_OFF,15.0kilogram,312.26,OP-014,2026-05-28T05:12:26,DOC-2357
TXN-201413,SKU-00121,LOC-019,IN,84.0kg,548.34,OP-030,2026-06-06T13:12:26,DOC-1803
TXN-201414,SKU-00086,LOC-003,OUT,190.0 KG,649.97,OP-022,2026-06-12T23:12:26,DOC-1753
TXN-201415,SKU-00433,LOC-006,IN,45.0kilogram,440.80,OP-039,2026-06-07T10:12:26,DOC-9709
TXN-201416,SKU-00247,LOC-006,OUT,17.0,151.19,OP-005,2026-06-13T05:12:26,DOC-8968
TXN-201417,SKU-00293,LOC-020,OUT,120.0,501.15,OP-029,2026-06-21T15:12:26,
TXN-201418,SKU-00331,LOC-004,OUT,61.0kilogram,470.73,OP-029,2026-06-11T08:12:26,DOC-3956
TXN-201419,SKU-00360,LOC-001,IN,59.0kilogram,16.50,OP-046,2026-06-06T10:12:26,DOC-8900
TXN-201420,SKU-00359,LOC-017,ADJUST,52.0kg,429.99,OP-012,2026-06-11T21:12:26,DOC-2114
TXN-201421,SKU-00007,LOC-009,ADJUST,76.0kg,127.38,OP-019,2026-06-19T15:12:26,DOC-8593
TXN-201422,SKU-00413,LOC-017,OUT,79.0 KG,383.88,OP-002,2026-06-22T09:12:26,
TXN-201423,SKU-00171,LOC-015,IN,162.0kilogram,239.09,OP-024,2026-05-31T02:12:26,DOC-6429
TXN-201424,SKU-00315,LOC-009,ADJUST,103.0kg,8.60,OP-040,2026-06-16T10:12:26,DOC-4069
TXN-201425,SKU-00119,LOC-013,OUT,17.0kilogram,65.15,OP-033,2026-06-22T20:12:26,DOC-5404
TXN-201426,SKU-00472,LOC-011,IN,27.0kg,432.02,OP-024,2026-06-23T20:12:26,
TXN-201427,SKU-00209,LOC-004,OUT,195.0 KG,485.04,OP-023,2026-06-10T03:12:26,DOC-6578
TXN-201428,SKU-00273,LOC-012,OUT,114.0,467.25,OP-008,2026-06-21T14:12:26,
TXN-201429,SKU-00021,LOC-019,IN,169.0 KG,245.17,OP-033,2026-06-11T15:12:26,DOC-3307
TXN-201430,SKU-00320,LOC-017,IN,8.0kilogram,684.83,OP-029,2026-05-30T10:12:26,DOC-3432
TXN-201431,SKU-00135,LOC-012,ADJUST,108.0kilogram,607.94,OP-004,2026-06-22T04:12:26,DOC-1677
TXN-201432,SKU-00260,LOC-007,OUT,61.0kg,557.97,OP-041,2026-05-27T08:12:26,
TXN-201433,SKU-00208,LOC-015,IN,40.0kg,357.36,OP-008,2026-06-14T10:12:26,DOC-3538
TXN-201434,SKU-00361,LOC-006,WRITE_OFF,191.0,7.88,OP-025,2026-06-20T09:12:26,
TXN-201435,SKU-00439,LOC-019,IN,141.0kilogram,574.67,OP-029,2026-06-01T20:12:26,DOC-8564
TXN-201436,SKU-00449,LOC-011,IN,141.0,117.21,OP-010,2026-05-29T05:12:26,
TXN-201437,SKU-00137,LOC-018,OUT,102.0kilogram,639.65,OP-047,2026-06-12T14:12:26,DOC-2257
TXN-201438,SKU-00195,LOC-006,OUT,58.0kg,155.59,OP-042,2026-06-18T18:12:26,DOC-6760
TXN-201439,SKU-00342,LOC-014,OUT,77.0kilogram,154.63,OP-004,2026-06-16T17:12:26,DOC-2763
TXN-201440,SKU-00312,LOC-020,IN,123.0 KG,758.85,OP-020,2026-05-27T18:12:26,DOC-1532
TXN-201441,SKU-00327,LOC-002,IN,115.0 KG,751.20,OP-010,2026-05-29T20:12:26,DOC-7863
TXN-201442,SKU-00190,LOC-001,ADJUST,115.0,77.59,OP-010,2026-06-24T09:12:26,DOC-6313
TXN-201443,SKU-00438,LOC-013,OUT,111.0kilogram,423.41,OP-050,2026-06-24T17:12:26,DOC-7734
TXN-201444,SKU-00269,LOC-001,OUT,79.0kilogram,304.50,OP-038,2026-05-27T06:12:26,DOC-8892
TXN-201445,SKU-00054,LOC-003,OUT,195.0kg,67.40,OP-037,2026-06-15T13:12:26,DOC-5276
TXN-201446,SKU-00392,LOC-016,OUT,27.0 KG,637.82,OP-002,2026-06-15T01:12:26,DOC-1651
TXN-201447,SKU-00040,LOC-019,IN,152.0,514.43,OP-020,2026-06-05T09:12:26,DOC-8394
TXN-201448,SKU-00158,LOC-001,OUT,69.0kilogram,37.70,OP-009,2026-06-16T07:12:26,DOC-8340
TXN-201449,SKU-00008,LOC-017,IN,86.0kilogram,343.46,OP-012,2026-06-13T03:12:26,
TXN-201450,SKU-00450,LOC-001,IN,81.0kg,301.79,OP-025,2026-06-17T10:12:26,DOC-1887
TXN-201451,SKU-00123,LOC-004,IN,40.0,438.17,OP-019,2026-06-17T14:12:26,DOC-6890
TXN-201452,SKU-00271,LOC-007,IN,75.0kg,567.94,OP-047,2026-06-19T17:12:26,DOC-7312
TXN-201453,SKU-00251,LOC-001,OUT,94.0kg,69.95,OP-005,2026-06-20T22:12:26,DOC-4837
TXN-201454,SKU-00246,LOC-004,OUT,8.0kilogram,58.40,OP-004,2026-05-30T16:12:26,
TXN-201455,SKU-00393,LOC-008,OUT,11.0kg,474.34,OP-043,2026-06-01T13:12:26,DOC-2441
TXN-201456,SKU-00481,LOC-013,OUT,133.0kg,134.57,OP-033,2026-06-22T00:12:26,
TXN-201457,SKU-00274,LOC-012,IN,98.0 KG,410.97,OP-034,2026-06-16T12:12:26,DOC-8439
TXN-201458,SKU-00058,LOC-002,OUT,34.0kilogram,332.38,OP-008,2026-06-08T14:12:26,DOC-1768
TXN-201459,SKU-00028,LOC-009,IN,123.0,430.10,OP-047,2026-05-29T14:12:26,
TXN-201460,SKU-00119,LOC-016,OUT,19.0 KG,293.28,OP-028,2026-05-31T05:12:26,DOC-9969
TXN-201461,SKU-00341,LOC-005,OUT,4.0 KG,201.96,OP-041,2026-06-10T21:12:26,DOC-2437
TXN-201462,SKU-00061,LOC-008,OUT,130.0kilogram,325.25,OP-042,2026-06-11T17:12:26,
TXN-201463,SKU-00014,LOC-020,ADJUST,114.0kg,231.05,OP-017,2026-06-04T01:12:26,DOC-1770
TXN-201464,SKU-00247,LOC-018,OUT,48.0,414.17,OP-008,2026-06-25T11:12:26,DOC-9412
TXN-201465,SKU-00145,LOC-007,OUT,3.0kilogram,182.19,OP-007,2026-06-14T13:12:26,DOC-4648
TXN-201466,SKU-00215,LOC-003,WRITE_OFF,152.0kg,10.00,OP-036,2026-06-11T02:12:26,DOC-4055
TXN-201467,SKU-00436,LOC-008,OUT,49.0kg,368.12,OP-011,2026-06-09T15:12:26,DOC-7525
TXN-201468,SKU-00500,LOC-004,IN,63.0kilogram,232.18,OP-039,2026-05-30T09:12:26,
TXN-201469,SKU-00084,LOC-017,IN,4.0kilogram,271.33,OP-010,2026-06-08T08:12:26,DOC-4724
TXN-201470,SKU-00473,LOC-003,OUT,91.0 KG,687.81,OP-027,2026-06-13T18:12:26,DOC-3931
TXN-201471,SKU-00493,LOC-014,OUT,51.0 KG,551.92,OP-042,2026-06-03T12:12:26,DOC-8688
TXN-201472,SKU-00101,LOC-013,IN,114.0,354.04,OP-033,2026-05-28T22:12:26,
TXN-201473,SKU-00053,LOC-018,WRITE_OFF,12.0,777.15,OP-022,2026-06-20T02:12:26,DOC-8438
TXN-201474,SKU-00066,LOC-007,WRITE_OFF,181.0 KG,611.33,OP-003,2026-06-08T04:12:26,DOC-2602
TXN-201475,SKU-00068,LOC-010,OUT,12.0 KG,83.91,OP-034,2026-05-30T00:12:26,
TXN-201476,SKU-00004,LOC-010,IN,151.0 KG,221.19,OP-016,2026-06-17T09:12:26,DOC-6149
TXN-201477,SKU-00163,LOC-006,OUT,66.0,237.99,OP-023,2026-06-20T07:12:26,
TXN-201478,SKU-00164,LOC-008,IN,9.0 KG,207.16,OP-029,2026-06-22T08:12:26,DOC-3706
TXN-201479,SKU-00239,LOC-002,IN,125.0 KG,380.41,OP-035,2026-06-12T17:12:26,DOC-5138
TXN-201480,SKU-00428,LOC-015,OUT,140.0kg,678.11,OP-026,2026-06-13T21:12:26,DOC-3738
TXN-201481,SKU-00247,LOC-015,IN,21.0kilogram,397.09,OP-050,2026-06-07T03:12:26,DOC-3571
TXN-201482,SKU-00319,LOC-018,ADJUST,183.0kg,519.40,OP-047,2026-06-08T16:12:26,DOC-2417
TXN-201483,SKU-00245,LOC-010,ADJUST,117.0,389.77,OP-002,2026-06-09T02:12:26,DOC-5932
TXN-201484,SKU-00422,LOC-007,IN,20.0,233.90,OP-034,2026-06-08T02:12:26,DOC-6402
TXN-201485,SKU-00232,LOC-007,OUT,170.0kilogram,508.73,OP-017,2026-06-11T23:12:26,DOC-9306
TXN-201486,SKU-00271,LOC-019,OUT,125.0kg,484.12,OP-014,2026-06-07T02:12:26,DOC-3001
TXN-201487,SKU-00405,LOC-006,OUT,12.0kg,331.43,OP-023,2026-06-02T07:12:26,
TXN-201488,SKU-00093,LOC-007,OUT,55.0kilogram,625.36,OP-032,2026-06-11T12:12:26,
TXN-201489,SKU-00111,LOC-002,ADJUST,101.0,158.96,OP-030,2026-06-20T09:12:26,DOC-7020
TXN-201490,SKU-00338,LOC-007,IN,161.0 KG,406.37,OP-049,2026-06-24T19:12:26,DOC-3544
