shipment_id,sku,supplier_id,destination_location_id,quantity_kg,status,expected_arrival,actual_arrival,carrier,tracking_number,cost_myr
SHP-101116,SKU-00272,SUP-113,LOC-010,25,IN_TRANSIT,2026-07-09,,J&T Express,TRK7200077876,993.60
SHP-101117,SKU-00063,SUP-061,LOC-008,467,DELIVERED,2026-06-30,2026-07-01,City-Link,TRK1388692466,2430.17
SHP-101118,SKU-00129,SUP-123,LOC-012,94,DELIVERED,2026-05-29,2026-05-28,J&T Express,TRK4236683120,332.70
SHP-101119,SKU-00208,SUP-085,LOC-007,84,IN_TRANSIT,2026-06-17,,Pos Laju,TRK7573491004,4936.20
SHP-101120,SKU-00481,SUP-080,LOC-011,10,DELAYED,2026-07-30,,City-Link,TRK7333510134,3433.40
SHP-101121,SKU-00353,SUP-026,LOC-002,292,CANCELLED,2026-05-27,,J&T Express,TRK1139676258,1407.65
SHP-101122,SKU-00287,SUP-101,LOC-004,23,IN_TRANSIT,2026-06-10,,Pos Laju,TRK9628121731,1040.25
SHP-101123,SKU-00347,SUP-050,LOC-012,75,IN_TRANSIT,2026-05-17,,J&T Express,TRK1094095635,4042.39
SHP-101124,SKU-00216,SUP-010,LOC-014,48,DELIVERED,2026-06-13,2026-06-14,DHL MY,TRK9413745767,744.42
SHP-101125,SKU-00106,SUP-028,LOC-010,149,DELIVERED,2026-07-03,2026-07-05,J&T Express,TRK3664591165,3627.31
SHP-101126,SKU-00162,SUP-043,LOC-019,37,IN_TRANSIT,2026-05-20,,DHL MY,TRK6680382034,2105.86
SHP-101127,SKU-00057,SUP-051,LOC-012,197,DELIVERED,2026-07-06,2026-07-07,GDEX,TRK8298331444,607.13
SHP-101128,SKU-00386,SUP-120,LOC-003,55,DELAYED,2026-07-27,,DHL MY,TRK4963536131,2341.33
SHP-101129,SKU-00169,SUP-197,LOC-020,374,DELIVERED,2026-06-22,2026-06-24,DHL MY,TRK8274633140,3524.42
SHP-101130,SKU-00399,SUP-187,LOC-020,379,DELIVERED,2026-06-22,2026-06-21,DHL MY,TRK7047578794,1776.92
SHP-101131,SKU-00471,SUP-056,LOC-013,160,CANCELLED,2026-05-22,,DHL MY,TRK1102257250,304.58
SHP-101132,SKU-00453,SUP-130,LOC-003,386,IN_TRANSIT,2026-07-25,,J&T Express,TRK9259315515,662.15
SHP-101133,SKU-00040,SUP-038,LOC-006,169,DELIVERED,2026-07-31,2026-07-31,DHL MY,TRK9682029345,2687.87
SHP-101134,SKU-00382,SUP-097,LOC-005,231,DELIVERED,2026-06-08,2026-06-08,J&T Express,TRK5364680618,3565.07
SHP-101135,SKU-00320,SUP-102,LOC-002,46,PENDING,2026-08-10,,TNT Malaysia,TRK1422653670,3110.36
SHP-101136,SKU-00111,SUP-182,LOC-018,471,DELAYED,2026-07-25,,J&T Express,TRK4019412177,3946.29
SHP-101137,SKU-00069,SUP-157,LOC-019,75,IN_TRANSIT,2026-07-12,,TNT Malaysia,TRK6128433318,2476.81
SHP-101138,SKU-00468,SUP-179,LOC-013,492,IN_TRANSIT,2026-07-11,,Pos Laju,TRK8440266551,1109.45
SHP-101139,SKU-00072,SUP-198,LOC-003,91,IN_TRANSIT,2026-07-21,,GDEX,TRK5782653541,1248.26
SHP-101140,SKU-00051,SUP-076,LOC-016,285,DELIVERED,2026-05-14,2026-05-14,DHL MY,TRK2933692925,1158.45
SHP-101141,SKU-00306,SUP-156,LOC-001,168,DELIVERED,2026-05-31,2026-05-31,City-Link,TRK1795385507,3921.14
SHP-101142,SKU-00196,SUP-036,LOC-014,308,IN_TRANSIT,2026-05-30,,TNT Malaysia,TRK8929027336,1422.26
SHP-101143,SKU-00193,SUP-109,LOC-013,324,IN_TRANSIT,2026-06-08,,Pos Laju,TRK1749028155,2662.32
SHP-101144,SKU-00222,SUP-048,LOC-001,328,DELIVERED,2026-05-18,2026-05-17,TNT Malaysia,TRK2761281972,3139.45
SHP-101145,SKU-00344,SUP-019,LOC-007,130,IN_TRANSIT,2026-06-14,,TNT Malaysia,TRK4709695148,1978.33
SHP-101146,SKU-00311,SUP-151,LOC-008,285,IN_TRANSIT,2026-05-24,,DHL MY,TRK6398438655,4987.94
SHP-101147,SKU-00311,SUP-114,LOC-019,405,IN_TRANSIT,2026-08-02,,TNT Malaysia,TRK9068626867,830.95
SHP-101148,SKU-00241,SUP-175,LOC-017,82,IN_TRANSIT,2026-05-27,,City-Link,TRK9119057387,2312.20
SHP-101149,SKU-00121,SUP-037,LOC-008,117,PENDING,2026-05-18,,J&T Express,TRK5128130179,2917.85
SHP-101150,SKU-00323,SUP-027,LOC-008,154,IN_TRANSIT,2026-06-16,,GDEX,TRK3592552199,3527.37
SHP-101151,SKU-00235,SUP-057,LOC-008,434,DELIVERED,2026-06-28,2026-06-28,GDEX,TRK3972924208,4075.29
SHP-101152,SKU-00043,SUP-011,LOC-012,275,DELIVERED,2026-08-01,2026-08-01,Pos Laju,TRK7465185218,3278.04
SHP-101153,SKU-00005,SUP-057,LOC-020,131,DELIVERED,2026-06-29,2026-06-28,TNT Malaysia,TRK5540799495,2355.45
SHP-101154,SKU-00328,SUP-152,LOC-019,214,PENDING,2026-07-11,,DHL MY,TRK4167196699,1939.23
SHP-101155,SKU-00003,SUP-099,LOC-001,62,IN_TRANSIT,2026-07-26,,TNT Malaysia,TRK9205848975,4215.76
SHP-101156,SKU-00457,SUP-106,LOC-005,227,DELIVERED,2026-07-09,2026-07-08,DHL MY,TRK8374043549,2505.96
SHP-101157,SKU-00037,SUP-164,LOC-011,286,IN_TRANSIT,2026-06-15,,DHL MY,TRK8257054670,3552.19
SHP-101158,SKU-00221,SUP-187,LOC-007,280,IN_TRANSIT,2026-07-17,,Pos Laju,TRK1877208569,2017.17
SHP-101159,SKU-00169,SUP-035,LOC-017,300,DELIVERED,2026-07-18,2026-07-20,DHL MY,TRK8484903265,1259.74
SHP-101160,SKU-00180,SUP-035,LOC-010,212,DELIVERED,2026-08-03,2026-08-05,DHL MY,TRK2960332109,4567.65
SHP-101161,SKU-00129,SUP-102,LOC-006,323,DELIVERED,2026-06-18,2026-06-18,TNT Malaysia,TRK4999961674,1902.46
SHP-101162,SKU-00087,SUP-050,LOC-002,461,IN_TRANSIT,2026-07-31,,City-Link,TRK7987519196,4699.11
SHP-101163,SKU-00166,SUP-028,LOC-011,465,PENDING,2026-07-31,,DHL MY,TRK2466983073,280.07
SHP-101164,SKU-00051,SUP-191,LOC-018,78,DELIVERED,2026-06-16,2026-06-18,J&T Express,TRK5732138877,4519.79
SHP-101165,SKU-00420,SUP-003,LOC-005,379,IN_TRANSIT,2026-07-13,,City-Link,TRK8886785975,437.60
SHP-101166,SKU-00417,SUP-188,LOC-016,138,IN_TRANSIT,2026-05-26,,GDEX,TRK2215808103,3267.84
SHP-101167,SKU-00073,SUP-025,LOC-019,319,DELIVERED,2026-05-30,2026-05-31,J&T Express,TRK8534003393,2171.50
SHP-101168,SKU-00209,SUP-148,LOC-003,198,DELIVERED,2026-06-18,2026-06-19,GDEX,TRK2700478682,3977.16
SHP-101169,SKU-00014,SUP-170,LOC-018,290,DELIVERED,2026-05-22,2026-05-24,DHL MY,TRK2301167959,3485.19
SHP-101170,SKU-00148,SUP-111,LOC-005,73,DELIVERED,2026-05-16,2026-05-17,DHL MY,TRK3365629273,4387.78
SHP-101171,SKU-00223,SUP-174,LOC-001,164,DELIVERED,2026-07-15,2026-07-14,GDEX,TRK9753521502,4829.74
SHP-101172,SKU-00406,SUP-011,LOC-005,493,PENDING,2026-07-28,,DHL MY,TRK3679139811,1484.92
SHP-101173,SKU-00271,SUP-147,LOC-014,283,DELIVERED,2026-08-04,2026-08-06,GDEX,TRK9096783199,1220.64
SHP-101174,SKU-00144,SUP-169,LOC-016,456,PENDING,2026-05-26,,TNT Malaysia,TRK2870381388,1946.48
SHP-101175,SKU-00046,SUP-167,LOC-004,479,IN_TRANSIT,2026-07-24,,DHL MY,TRK5665996245,3245.72
SHP-101176,SKU-00273,SUP-104,LOC-014,87,DELIVERED,2026-06-06,2026-06-06,GDEX,TRK4675577684,4603.72
SHP-101177,SKU-00475,SUP-078,LOC-010,51,CANCELLED,2026-06-12,,J&T Express,TRK6656151109,2989.79
SHP-101178,SKU-00067,SUP-018,LOC-015,155,DELIVERED,2026-07-29,2026-07-28,DHL MY,TRK9363907364,3235.96
SHP-101179,SKU-00066,SUP-094,LOC-003,176,DELAYED,2026-07-26,,Pos Laju,TRK4229810052,416.74
SHP-101180,SKU-00285,SUP-039,LOC-008,61,PENDING,2026-05-14,,TNT Malaysia,TRK5465603857,4137.80
SHP-101181,SKU-00352,SUP-101,LOC-012,70,DELIVERED,2026-07-31,2026-08-02,J&T Express,TRK5560842502,4702.68
SHP-101182,SKU-00319,SUP-019,LOC-012,333,DELIVERED,2026-07-06,2026-07-05,J&T Express,TRK2236705415,4990.14
SHP-101183,SKU-00422,SUP-142,LOC-011,57,DELIVERED,2026-06-30,2026-07-01,TNT Malaysia,TRK4445908169,2537.99
SHP-101184,SKU-00404,SUP-036,LOC-016,61,DELIVERED,2026-07-20,2026-07-19,J&T Express,TRK8570576607,4064.49
SHP-101185,SKU-00099,SUP-042,LOC-016,412,DELIVERED,2026-06-06,2026-06-06,GDEX,TRK7876491316,2501.73
SHP-101186,SKU-00034,SUP-094,LOC-018,185,DELIVERED,2026-07-07,2026-07-09,DHL MY,TRK1851579975,1315.43
SHP-101187,SKU-00392,SUP-048,LOC-018,262,DELIVERED,2026-07-14,2026-07-13,J&T Express,TRK5775088833,2975.65
SHP-101188,SKU-00195,SUP-197,LOC-015,318,IN_TRANSIT,2026-06-03,,TNT Malaysia,TRK4229945446,3764.39
SHP-101189,SKU-00383,SUP-080,LOC-006,246,DELIVERED,2026-06-10,2026-06-09,GDEX,TRK6711369723,3329.56
SHP-101190,SKU-00204,SUP-162,LOC-012,386,PENDING,2026-07-26,,City-Link,TRK2796475105,2144.84
SHP-101191,SKU-00134,SUP-039,LOC-014,423,PENDING,2026-05-12,,Pos Laju,TRK2861080136,3099.37
SHP-101192,SKU-00212,SUP-071,LOC-019,408,DELAYED,2026-07-28,,J&T Express,TRK5875487847,1805.06
SHP-101193,SKU-00239,SUP-100,LOC-016,165,DELIVERED,2026-05-27,2026-05-29,Pos Laju,TRK6250626164,3773.54
SHP-101194,SKU-00170,SUP-158,LOC-007,164,DELIVERED,2026-06-07,2026-06-06,City-Link,TRK3115825144,1854.10
SHP-101195,SKU-00405,SUP-147,LOC-019,299,DELIVERED,2026-06-09,2026-06-08,City-Link,TRK6468560678,3132.51
SHP-101196,SKU-00003,SUP-101,LOC-020,462,PENDING,2026-08-06,,J&T Express,TRK2326858996,4595.17
SHP-101197,SKU-00327,SUP-037,LOC-004,439,DELAYED,2026-07-25,,GDEX,TRK9433616110,719.33
SHP-101198,SKU-00104,SUP-045,LOC-008,305,PENDING,2026-06-09,,TNT Malaysia,TRK3086062040,3494.01
SHP-101199,SKU-00484,SUP-117,LOC-011,147,IN_TRANSIT,2026-06-03,,City-Link,TRK1950012589,3304.12
SHP-101200,SKU-00256,SUP-159,LOC-013,294,PENDING,2026-07-09,,GDEX,TRK7914511089,1758.80
SHP-101201,SKU-00335,SUP-115,LOC-006,269,DELIVERED,2026-05-30,2026-05-29,Pos Laju,TRK6816460880,3940.90
SHP-101202,SKU-00072,SUP-014,LOC-016,291,PENDING,2026-06-21,,DHL MY,TRK4086335148,3144.84
SHP-101203,SKU-00119,SUP-107,LOC-019,336,DELIVERED,2026-08-03,2026-08-05,GDEX,TRK2112455054,3869.21
SHP-101204,SKU-00288,SUP-038,LOC-014,479,DELIVERED,2026-07-19,2026-07-18,TNT Malaysia,TRK3361020284,4631.66
SHP-101205,SKU-00276,SUP-063,LOC-014,390,PENDING,2026-05-27,,DHL MY,TRK6035482690,4778.63
SHP-101206,SKU-00485,SUP-113,LOC-002,497,DELIVERED,2026-07-08,2026-07-07,J&T Express,TRK5340223288,1118.78
SHP-101207,SKU-00390,SUP-024,LOC-017,116,PENDING,2026-06-10,,Pos Laju,TRK8543174000,3791.09
SHP-101208,SKU-00453,SUP-174,LOC-006,101,DELIVERED,2026-05-26,2026-05-27,J&T Express,TRK7693520946,842.22
SHP-101209,SKU-00136,SUP-090,LOC-015,360,DELIVERED,2026-07-26,2026-07-25,J&T Express,TRK9836287146,1691.04
SHP-101210,SKU-00066,SUP-164,LOC-019,458,IN_TRANSIT,2026-07-25,,City-Link,TRK2894923420,1900.33
SHP-101211,SKU-00449,SUP-141,LOC-009,364,DELIVERED,2026-06-08,2026-06-08,City-Link,TRK5449159531,3243.27
SHP-101212,SKU-00355,SUP-047,LOC-007,427,DELIVERED,2026-06-30,2026-07-02,DHL MY,TRK3465094470,760.66
SHP-101213,SKU-00417,SUP-017,LOC-017,285,DELIVERED,2026-06-02,2026-06-01,GDEX,TRK3342664057,2848.91
SHP-101214,SKU-00460,SUP-052,LOC-007,239,IN_TRANSIT,2026-05-11,,City-Link,TRK2064536520,1950.77
SHP-101215,SKU-00304,SUP-060,LOC-018,179,IN_TRANSIT,2026-05-27,,City-Link,TRK3496051506,3379.60
SHP-101216,SKU-00428,SUP-163,LOC-016,389,DELIVERED,2026-07-23,2026-07-23,GDEX,TRK8361250776,3895.46
SHP-101217,SKU-00318,SUP-116,LOC-009,444,IN_TRANSIT,2026-06-07,,GDEX,TRK4814562244,1812.73
SHP-101218,SKU-00163,SUP-133,LOC-008,97,DELIVERED,2026-07-19,2026-07-19,J&T Express,TRK9185251375,2520.75
SHP-101219,SKU-00075,SUP-009,LOC-008,469,DELIVERED,2026-06-25,2026-06-26,Pos Laju,TRK2880189688,3199.93
SHP-101220,SKU-00239,SUP-139,LOC-014,345,PENDING,2026-08-06,,City-Link,TRK9030402623,3932.32
SHP-101221,SKU-00229,SUP-037,LOC-008,197,DELIVERED,2026-07-26,2026-07-27,Pos Laju,TRK1561033336,1317.01
SHP-101222,SKU-00500,SUP-188,LOC-003,339,IN_TRANSIT,2026-07-17,,TNT Malaysia,TRK2917569367,564.33
SHP-101223,SKU-00033,SUP-187,LOC-009,300,PENDING,2026-05-22,,City-Link,TRK5115081991,3240.61
SHP-101224,SKU-00340,SUP-174,LOC-011,363,PENDING,2026-05-30,,DHL MY,TRK1760516106,946.63
SHP-101225,SKU-00242,SUP-083,LOC-003,346,DELIVERED,2026-05-13,2026-05-12,TNT Malaysia,TRK3344724103,2868.41
SHP-101226,SKU-00434,SUP-040,LOC-003,36,IN_TRANSIT,2026-05-17,,Pos Laju,TRK6288864767,3684.90
SHP-101227,SKU-00073,SUP-058,LOC-016,32,PENDING,2026-05-22,,J&T Express,TRK6666669321,771.64
SHP-101228,SKU-00297,SUP-134,LOC-007,178,PENDING,2026-06-20,,DHL MY,TRK6847318824,1011.64
SHP-101229,SKU-00386,SUP-089,LOC-009,189,IN_TRANSIT,2026-08-12,,GDEX,TRK2855959063,2028.82
SHP-101230,SKU-00029,SUP-026,LOC-017,430,DELIVERED,2026-07-09,2026-07-08,DHL MY,TRK8634100201,3437.24
SHP-101231,SKU-00291,SUP-181,LOC-015,71,DELIVERED,2026-05-21,2026-05-23,GDEX,TRK3483852029,1172.83
SHP-101232,SKU-00331,SUP-192,LOC-010,144,DELIVERED,2026-06-02,2026-06-03,J&T Express,TRK9908831780,2228.59
SHP-101233,SKU-00150,SUP-077,LOC-015,206,IN_TRANSIT,2026-05-16,,TNT Malaysia,TRK6944185492,4248.81
SHP-101234,SKU-00072,SUP-004,LOC-001,484,PENDING,2026-06-07,,TNT Malaysia,TRK6583089718,4006.29
SHP-101235,SKU-00212,SUP-099,LOC-014,297,DELIVERED,2026-06-19,2026-06-20,J&T Express,TRK5395823051,4805.75
SHP-101236,SKU-00195,SUP-014,LOC-009,200,DELIVERED,2026-07-10,2026-07-12,City-Link,TRK4009237397,4398.48
SHP-101237,SKU-00179,SUP-098,LOC-012,394,IN_TRANSIT,2026-05-10,,J&T Express,TRK1254369610,4857.26
SHP-101238,SKU-00358,SUP-136,LOC-017,238,DELIVERED,2026-05-17,2026-05-17,Pos Laju,TRK9098482976,3232.03
SHP-101239,SKU-00033,SUP-016,LOC-013,166,DELIVERED,2026-07-28,2026-07-30,Pos Laju,TRK7245025436,3898.28
SHP-101240,SKU-00188,SUP-019,LOC-006,257,DELIVERED,2026-08-06,2026-08-08,J&T Express,TRK8849676759,4261.99
SHP-101241,SKU-00076,SUP-149,LOC-017,325,CANCELLED,2026-08-11,,Pos Laju,TRK2712928479,3463.96
SHP-101242,SKU-00371,SUP-129,LOC-014,455,DELAYED,2026-07-24,,GDEX,TRK4982409995,2213.43
SHP-101243,SKU-00131,SUP-025,LOC-019,464,CANCELLED,2026-06-27,,DHL MY,TRK8398268847,1850.95
SHP-101244,SKU-00329,SUP-038,LOC-015,350,DELIVERED,2026-05-24,2026-05-25,Pos Laju,TRK8403549342,4284.01
SHP-101245,SKU-00169,SUP-173,LOC-006,206,IN_TRANSIT,2026-07-30,,J&T Express,TRK6537959820,394.93
SHP-101246,SKU-00063,SUP-174,LOC-015,42,DELIVERED,2026-06-22,2026-06-23,DHL MY,TRK5826234030,4603.55
SHP-101247,SKU-00426,SUP-170,LOC-009,305,DELIVERED,2026-05-20,2026-05-20,TNT Malaysia,TRK4902686928,2174.60
SHP-101248,SKU-00140,SUP-038,LOC-005,312,DELIVERED,2026-05-11,2026-05-13,DHL MY,TRK1313904544,3823.90
SHP-101249,SKU-00075,SUP-192,LOC-005,470,DELIVERED,2026-05-27,2026-05-29,GDEX,TRK9262000768,1967.27
SHP-101250,SKU-00368,SUP-160,LOC-003,239,DELIVERED,2026-07-13,2026-07-15,Pos Laju,TRK6038368629,1543.40
SHP-101251,SKU-00081,SUP-077,LOC-003,320,IN_TRANSIT,2026-05-27,,J&T Express,TRK8190241587,4102.77
SHP-101252,SKU-00351,SUP-004,LOC-008,427,DELIVERED,2026-05-16,2026-05-16,J&T Express,TRK5736842057,2175.63
SHP-101253,SKU-00349,SUP-029,LOC-016,281,IN_TRANSIT,2026-08-01,,TNT Malaysia,TRK4044248248,4393.26
SHP-101254,SKU-00430,SUP-041,LOC-008,126,DELIVERED,2026-07-15,2026-07-14,J&T Express,TRK5462444848,4443.88
SHP-101255,SKU-00259,SUP-089,LOC-009,228,IN_TRANSIT,2026-05-17,,TNT Malaysia,TRK8986529553,138.20
SHP-101256,SKU-00198,SUP-034,LOC-019,367,DELIVERED,2026-06-10,2026-06-11,DHL MY,TRK4933081689,2469.11
SHP-101257,SKU-00075,SUP-078,LOC-019,439,DELAYED,2026-07-28,,GDEX,TRK1224108868,4823.92
SHP-101258,SKU-00236,SUP-168,LOC-009,166,IN_TRANSIT,2026-06-26,,J&T Express,TRK8004113912,1067.48
SHP-101259,SKU-00478,SUP-177,LOC-004,65,PENDING,2026-07-12,,J&T Express,TRK7666931986,4551.89
SHP-101260,SKU-00480,SUP-014,LOC-011,109,DELIVERED,2026-07-25,2026-07-24,TNT Malaysia,TRK9576162844,2007.39
SHP-101261,SKU-00278,SUP-042,LOC-011,224,IN_TRANSIT,2026-05-24,,DHL MY,TRK9094859824,1681.04
SHP-101262,SKU-00043,SUP-067,LOC-018,330,IN_TRANSIT,2026-06-26,,TNT Malaysia,TRK2994766804,1427.71
SHP-101263,SKU-00488,SUP-089,LOC-015,327,DELIVERED,2026-05-24,2026-05-26,TNT Malaysia,TRK4192072356,3321.19
SHP-101264,SKU-00236,SUP-133,LOC-010,106,PENDING,2026-05-17,,J&T Express,TRK6068063979,3402.45
SHP-101265,SKU-00345,SUP-098,LOC-020,199,DELIVERED,2026-05-13,2026-05-12,J&T Express,TRK1109760517,4283.95
SHP-101266,SKU-00202,SUP-089,LOC-013,53,IN_TRANSIT,2026-06-16,,Pos Laju,TRK4925463856,1227.35
SHP-101267,SKU-00033,SUP-142,LOC-012,33,PENDING,2026-06-03,,TNT Malaysia,TRK5515073940,2029.43
SHP-101268,SKU-00244,SUP-109,LOC-012,332,DELIVERED,2026-06-08,2026-06-08,Pos Laju,TRK2873903802,248.75
SHP-101269,SKU-00460,SUP-188,LOC-009,474,DELIVERED,2026-07-13,2026-07-12,Pos Laju,TRK4845705131,2495.51
SHP-101270,SKU-00131,SUP-109,LOC-008,344,DELIVERED,2026-07-18,2026-07-20,DHL MY,TRK2945222814,4150.99
SHP-101271,SKU-00032,SUP-026,LOC-019,357,DELIVERED,2026-07-17,2026-07-16,TNT Malaysia,TRK4802611762,2188.62
SHP-101272,SKU-00249,SUP-140,LOC-014,99,PENDING,2026-07-05,,Pos Laju,TRK2402880711,1685.79
SHP-101273,SKU-00375,SUP-006,LOC-002,453,DELIVERED,2026-06-28,2026-06-30,Pos Laju,TRK1799638824,310.43
SHP-101274,SKU-00302,SUP-084,LOC-012,388,DELAYED,2026-07-29,,DHL MY,TRK5275227650,3279.69
SHP-101275,SKU-00034,SUP-156,LOC-019,186,DELIVERED,2026-07-17,2026-07-17,City-Link,TRK8146190715,4404.66
SHP-101276,SKU-00155,SUP-066,LOC-007,94,DELIVERED,2026-05-18,2026-05-18,TNT Malaysia,TRK4362647157,4617.07
SHP-101277,SKU-00333,SUP-051,LOC-010,131,DELIVERED,2026-07-19,2026-07-19,TNT Malaysia,TRK1071275594,2029.49
SHP-101278,SKU-00099,SUP-035,LOC-008,380,PENDING,2026-06-06,,DHL MY,TRK8293673852,4741.73
SHP-101279,SKU-00173,SUP-128,LOC-010,329,DELAYED,2026-07-21,,TNT Malaysia,TRK3205499707,649.02
SHP-101280,SKU-00252,SUP-164,LOC-015,219,DELIVERED,2026-08-12,2026-08-14,J&T Express,TRK6604677162,1070.13
SHP-101281,SKU-00123,SUP-164,LOC-010,267,DELIVERED,2026-07-06,2026-07-08,City-Link,TRK6236012578,245.00
SHP-101282,SKU-00072,SUP-130,LOC-003,106,DELIVERED,2026-05-06,2026-05-06,TNT Malaysia,TRK9518388531,4344.39
SHP-101283,SKU-00177,SUP-055,LOC-013,16,DELIVERED,2026-06-21,2026-06-23,City-Link,TRK1258370001,1254.48
SHP-101284,SKU-00247,SUP-025,LOC-012,414,DELIVERED,2026-07-24,2026-07-24,TNT Malaysia,TRK8900264672,4903.32
SHP-101285,SKU-00444,SUP-161,LOC-015,184,DELAYED,2026-07-28,,GDEX,TRK1055088207,1373.58
SHP-101286,SKU-00088,SUP-111,LOC-005,432,DELIVERED,2026-08-03,2026-08-05,GDEX,TRK5846341995,4450.79
SHP-101287,SKU-00203,SUP-116,LOC-005,18,PENDING,2026-06-03,,GDEX,TRK1060512248,2957.88
SHP-101288,SKU-00106,SUP-021,LOC-011,296,DELIVERED,2026-07-24,2026-07-24,GDEX,TRK9638454094,3902.70
SHP-101289,SKU-00398,SUP-091,LOC-014,328,DELIVERED,2026-05-31,2026-06-01,J&T Express,TRK8474588798,3051.51
SHP-101290,SKU-00308,SUP-169,LOC-017,112,PENDING,2026-06-07,,Pos Laju,TRK1954375250,4468.88
SHP-101291,SKU-00189,SUP-075,LOC-018,113,IN_TRANSIT,2026-07-12,,DHL MY,TRK1875715602,682.58
SHP-101292,SKU-00215,SUP-059,LOC-008,153,DELIVERED,2026-08-04,2026-08-03,TNT Malaysia,TRK4947021644,3125.42
SHP-101293,SKU-00129,SUP-049,LOC-001,106,PENDING,2026-07-25,,TNT Malaysia,TRK9597427540,1723.79
SHP-101294,SKU-00238,SUP-165,LOC-016,399,IN_TRANSIT,2026-07-11,,J&T Express,TRK2527070668,298.57
SHP-101295,SKU-00375,SUP-084,LOC-006,47,IN_TRANSIT,2026-05-20,,DHL MY,TRK9536305260,84.93
SHP-101296,SKU-00104,SUP-058,LOC-006,274,DELIVERED,2026-07-22,2026-07-22,J&T Express,TRK6503965843,1193.48
SHP-101297,SKU-00006,SUP-002,LOC-008,219,IN_TRANSIT,2026-06-26,,GDEX,TRK9348575990,2097.53
SHP-101298,SKU-00118,SUP-189,LOC-002,481,DELIVERED,2026-06-06,2026-06-06,TNT Malaysia,TRK6095873617,729.02
SHP-101299,SKU-00149,SUP-156,LOC-008,286,DELIVERED,2026-06-20,2026-06-21,DHL MY,TRK1380860979,4745.82
SHP-101300,SKU-00276,SUP-038,LOC-009,402,DELIVERED,2026-07-10,2026-07-11,J&T Express,TRK2331806128,3986.35
SHP-101301,SKU-00038,SUP-077,LOC-003,275,PENDING,2026-07-11,,DHL MY,TRK7704546565,850.70
SHP-101302,SKU-00233,SUP-062,LOC-012,57,DELIVERED,2026-07-18,2026-07-20,DHL MY,TRK9101227587,108.87
SHP-101303,SKU-00036,SUP-196,LOC-018,349,DELIVERED,2026-06-03,2026-06-05,GDEX,TRK3154851167,956.10
SHP-101304,SKU-00111,SUP-039,LOC-011,427,PENDING,2026-07-26,,City-Link,TRK3755874174,2050.44
SHP-101305,SKU-00202,SUP-182,LOC-012,295,PENDING,2026-06-20,,J&T Express,TRK9238378441,4145.78
SHP-101306,SKU-00043,SUP-031,LOC-005,377,DELIVERED,2026-08-03,2026-08-04,Pos Laju,TRK2200279778,3959.26
SHP-101307,SKU-00243,SUP-159,LOC-012,414,IN_TRANSIT,2026-07-26,,Pos Laju,TRK1298192569,1745.40
SHP-101308,SKU-00251,SUP-176,LOC-007,143,DELIVERED,2026-06-15,2026-06-15,TNT Malaysia,TRK6528248281,3864.54
SHP-101309,SKU-00088,SUP-094,LOC-011,341,DELIVERED,2026-06-26,2026-06-28,J&T Express,TRK6278563617,3313.33
SHP-101310,SKU-00498,SUP-123,LOC-003,286,PENDING,2026-07-08,,City-Link,TRK6092423618,262.31
SHP-101311,SKU-00440,SUP-154,LOC-019,55,IN_TRANSIT,2026-07-03,,J&T Express,TRK6255793076,1171.37
SHP-101312,SKU-00460,SUP-181,LOC-014,221,DELIVERED,2026-07-02,2026-07-01,TNT Malaysia,TRK8284729156,1571.26
SHP-101313,SKU-00202,SUP-176,LOC-003,330,IN_TRANSIT,2026-07-31,,DHL MY,TRK3738887218,165.71
SHP-101314,SKU-00245,SUP-028,LOC-003,32,PENDING,2026-07-03,,GDEX,TRK4335070473,767.43
SHP-101315,SKU-00469,SUP-102,LOC-017,36,DELIVERED,2026-05-21,2026-05-20,DHL MY,TRK5718903188,2649.21
SHP-101316,SKU-00075,SUP-080,LOC-020,42,IN_TRANSIT,2026-06-24,,TNT Malaysia,TRK1292490444,1422.66
SHP-101317,SKU-00198,SUP-037,LOC-006,132,DELIVERED,2026-07-31,2026-07-30,DHL MY,TRK4139176594,2396.31
SHP-101318,SKU-00299,SUP-081,LOC-020,225,DELIVERED,2026-05-06,2026-05-08,J&T Express,TRK1616450139,4002.34
SHP-101319,SKU-00172,SUP-105,LOC-019,215,DELIVERED,2026-06-18,2026-06-20,TNT Malaysia,TRK2706281141,2276.96
SHP-101320,SKU-00460,SUP-090,LOC-017,461,IN_TRANSIT,2026-06-07,,Pos Laju,TRK5857341324,3593.36
SHP-101321,SKU-00454,SUP-136,LOC-004,116,DELIVERED,2026-08-05,2026-08-05,J&T Express,TRK8896341768,1345.49
SHP-101322,SKU-00222,SUP-182,LOC-005,89,DELIVERED,2026-06-17,2026-06-17,J&T Express,TRK1470102834,2113.80
SHP-101323,SKU-00300,SUP-057,LOC-020,359,IN_TRANSIT,2026-08-02,,J&T Express,TRK1572916893,3509.66
SHP-101324,SKU-00399,SUP-173,LOC-006,327,DELIVERED,2026-08-05,2026-08-06,DHL MY,TRK7945653657,948.99
SHP-101325,SKU-00435,SUP-023,LOC-009,312,DELIVERED,2026-07-18,2026-07-19,TNT Malaysia,TRK1554043083,3403.30
SHP-101326,SKU-00098,SUP-170,LOC-010,420,DELIVERED,2026-06-30,2026-06-29,City-Link,TRK3236002489,1746.14
